run_id,method,ablation,scenario,disturbance,init_variant,vehicle,speed_deficit_distance_m,speed_deficit_integral_m_s,accel_squared_integral,abs_jerk_integral,abs_nominal_actual_difference_integral,safety_correction_count,safety_correction_abs_integral,action_saturation_count,safety_recheck_violation_count,distance_m,min_net_gap_m,min_FR_gap_m,min_RB_gap_m,min_MF_gap_m,min_MR_gap_m,prepare_speed_deficit_distance_m,execute_speed_deficit_distance_m,success_release_speed_deficit_distance_m,failure_handling_speed_deficit_distance_m,prepare_distance_m,execute_distance_m,success_release_distance_m,failure_handling_distance_m
A_short_window_prepare_i0,A,,short_window,prepare,0,F,1.2972109757490844,1.2972109757490844,1.2654641879659725,4.565420960203316,1.1492918068214655,0.0,0.0,29.0,49.0,286.70278894179614,7.1152904970778765,13.001562500000073,nan,7.1152904970778765,nan,0.906805689573936,0.36060567731320964,0.0,0.029799608861936527,53.07781925516548,48.25413605380467,0.0,185.370833632826
A_short_window_prepare_i0,A,,short_window,prepare,0,B,38.02895313770893,38.02895313770893,14.349890081479856,11.100882655390539,0.01674812920184544,0.0,0.0,7.0,49.0,250.07448975595292,10.968586443794134,nan,10.968586443794134,nan,nan,2.1250892544879534,8.972206226835898,0.0,26.931657656385113,51.9401946761992,39.636202008110374,0.0,158.49809307164335
A_short_window_prepare_i1,A,,short_window,prepare,1,M,8.925933648306328,8.925933648306328,11.664645653750298,6.9311561172938685,1.9977764312156645,0.0,0.0,51.0,0.0,279.99173142122663,nan,nan,nan,nan,nan,8.890748676046288,0.0,0.0,0.03518497226004182,95.4609433571799,0.0,0.0,184.53078806404673
A_short_window_prepare_i1,A,,short_window,prepare,1,R,17.794078124999473,17.794078124999473,31.0347406343885,13.033306274106243,20.17416153447361,0.0,0.0,101.0,0.0,277.3398066672983,11.807275803902439,12.868593750000098,11.807275803902439,nan,nan,17.704479124999523,0.0,0.0,0.08959899999994948,86.11365325000071,0.0,0.0,191.2261534172976
A_short_window_prepare_i1,A,,short_window,prepare,1,F,1.2972109757490844,1.2972109757490844,1.2654641879659725,4.565420960203316,1.1492918068214655,0.0,0.0,29.0,0.0,286.70278894179614,12.868593750000098,12.868593750000098,nan,nan,nan,1.268678015173123,0.0,0.0,0.02853296057595941,102.23071557696025,0.0,0.0,184.4720733648359
A_short_window_prepare_i1,A,,short_window,prepare,1,B,16.88257807595097,16.88257807595097,9.88439631255857,6.908722068499874,0.01842156096333897,0.0,0.0,2.0,0.0,274.93038777612514,11.807275803902439,nan,11.807275803902439,nan,nan,11.56894045752857,0.0,0.0,5.313637618422401,92.04336206512738,0.0,0.0,182.88702571099776
A_short_window_prepare_i2,A,,short_window,prepare,2,M,17.09133479048542,17.09133479048542,31.337847404269056,11.892512543224,6.205255232610838,0.0,0.0,79.0,34.0,273.9336593614568,7.044876021369828,nan,nan,7.044876021369828,7.301175500512739,3.9915938426405644,11.232699276530795,0.0,1.8670416713140532,53.8152921037925,39.243871125291946,0.0,180.87449613237237
A_short_window_prepare_i2,A,,short_window,prepare,2,R,34.801173364037474,34.801173364037474,41.11879615465627,20.70737910534076,31.537686084422198,37.0,3.93777874997332,157.0,34.0,253.31986074581204,7.301175500512739,10.205156250000012,11.18242445830381,nan,7.301175500512739,9.586250000000003,12.3175,0.0,12.897423364037447,45.154218749999984,38.21796875000038,0.0,169.94767324581167
A_short_window_prepare_i2,A,,short_window,prepare,2,F,1.2972109757490844,1.2972109757490844,1.2654641879659725,4.565420960203316,1.1492918068214655,0.0,0.0,29.0,34.0,286.70278894179626,7.044876021369828,10.205156250000012,nan,7.044876021369828,nan,0.9375558000956037,0.3334963018764778,0.0,0.026158873777000807,53.94850414272673,50.07988779677905,0.0,182.67439700229048
A_short_window_prepare_i2,A,,short_window,prepare,2,B,30.59352895280022,30.59352895280022,11.330980375205948,8.917905518882694,0.014176111252910885,0.0,0.0,2.0,34.0,257.41057597460724,11.18242445830381,nan,11.18242445830381,nan,nan,3.324779303772651,11.59530816558004,0.0,15.673441483447546,51.49256220263561,38.81233511333221,0.0,167.10567865863942
B_ample_none_i0,B,,ample,none,0,M,0.19320978648709838,0.19320978648709838,5.646161087526441,5.478194183243632,1.4748013554800259,4.0,0.6127328618439557,35.0,0.0,301.196523333286,8.406829090500349,nan,nan,8.406829090500349,9.002575693357368,0.0,0.0,0.19320978648709838,0.0,27.33738613262142,62.33692774364104,211.52220945702354,0.0
B_ample_none_i0,B,,ample,none,0,R,0.0,0.0,0.11525627996041138,1.8156786416552355,0.057392637290504714,0.0,0.0,5.0,0.0,290.1581791169755,9.002575693357368,28.647187971151492,17.429295345602053,nan,9.002575693357368,0.0,0.0,0.0,0.0,22.708682831361045,54.45607029812058,212.99342598749385,0.0
B_ample_none_i0,B,,ample,none,0,F,0.0,0.0,0.10382143997435297,0.7862495690905905,0.025187499999999908,0.0,0.0,3.0,0.0,288.60536708812697,8.406829090500349,28.647187971151492,nan,8.406829090500349,nan,0.0,0.0,0.0,0.0,22.900526214448462,54.18971471278769,211.51512616089082,0.0
B_ample_none_i0,B,,ample,none,0,B,0.0,0.0,0.10253348261754623,0.6024569512162444,0.007721330492195478,0.0,0.0,2.0,0.0,294.9288837713734,17.429295345602053,nan,17.429295345602053,nan,nan,0.0,0.0,0.0,0.0,22.686828818062324,55.379266994247686,216.8627879590634,0.0
