run_id,method,scenario,disturbance,init_variant,vehicle,speed_deficit_integral_m_s,accel_squared_integral,abs_jerk_integral,abs_nominal_actual_difference_integral,safety_correction_count,safety_correction_abs_integral,distance_m,min_net_gap_m
A_short_window_none_i1,A,short_window,none,1,M,1.8223058842397077,0.6442840957242844,1.3233625359749723,0.0,0.0,0.0,289.6654218412713,12.868593750000098
A_short_window_none_i1,A,short_window,none,1,R,4.2953904060155566,2.6312665085367306,4.496525093074805,0.9369124999999822,0.0,0.0,284.17004722377567,12.868593750000098
A_short_window_none_i1,A,short_window,none,1,F,0.0,0.0,0.0,0.0,0.0,0.0,288.00000000000034,12.868593750000098
A_short_window_none_i1,A,short_window,none,1,B,1.3290623434266933,0.2657046211822168,1.6918468548946597,0.01842156096333897,0.0,0.0,287.9535484200829,12.868593750000098
A_short_window_none_i2,A,short_window,none,2,M,4.5108986929065935,4.631111389585431,3.8290684154447434,0.5074466877391932,0.0,0.0,287.7262790802724,10.205156250000012
A_short_window_none_i2,A,short_window,none,2,R,3.9557765451932503,1.0995732122814663,3.180403731558278,0.3939015624999913,0.0,0.0,284.1494129241739,10.2
A_short_window_none_i2,A,short_window,none,2,F,0.0,0.0,0.0,0.0,0.0,0.0,288.00000000000034,10.205156250000012
A_short_window_none_i2,A,short_window,none,2,B,1.3171164398492547,0.10498172977034334,1.1718326051382342,0.014176111252910885,0.0,0.0,288.1728867885694,10.205156250000012
A_short_window_prepare_i0,A,short_window,prepare,0,M,6.809913644555458,5.672537843162682,4.368723835654708,0.6432958984374961,0.0,0.0,285.41595367088576,13.001562500000073
A_short_window_prepare_i0,A,short_window,prepare,0,R,5.616690455505882,3.0094840132283536,4.7660224311511605,0.7783668749999876,0.0,0.0,282.8699190459182,13.001562500000073
A_short_window_prepare_i0,A,short_window,prepare,0,F,1.2972109757490844,1.2654641879659725,4.565420960203316,1.1492918068214655,0.0,0.0,286.70278902425116,13.001562500000073
A_short_window_prepare_i0,A,short_window,prepare,0,B,2.4913768327091295,0.49506352621770505,1.99794149535674,0.014562844756416931,0.0,0.0,286.7074134830431,13.001562500000073
A_short_window_prepare_i1,A,short_window,prepare,1,M,3.074990047542112,0.9719332120119891,1.7269094705972197,0.0,0.0,0.0,288.3597754824011,12.868593750000098
A_short_window_prepare_i1,A,short_window,prepare,1,R,5.749135609362898,3.5802216032298393,5.10332945643269,0.9369124999999822,0.0,0.0,282.8750877981373,12.868593750000098
A_short_window_prepare_i1,A,short_window,prepare,1,F,1.2972109757490844,1.2654641879659725,4.565420960203316,1.1492918068214655,0.0,0.0,286.70278902425116,12.868593750000098
A_short_window_prepare_i1,A,short_window,prepare,1,B,2.5678420275642986,0.5672385665963682,2.1689597895241053,0.01842156096333897,0.0,0.0,286.6835791150458,12.868593750000098
A_short_window_prepare_i2,A,short_window,prepare,2,M,5.934994182810733,5.094521240857672,3.987052349522847,0.5074466877391932,0.0,0.0,286.4206327214018,10.205156250000012
A_short_window_prepare_i2,A,short_window,prepare,2,R,5.428247030934446,1.6811251091045791,4.02937928598946,0.3939015624999913,0.0,0.0,282.85445349853643,10.2
A_short_window_prepare_i2,A,short_window,prepare,2,F,1.2972109757490844,1.2654641879659725,4.565420960203316,1.1492918068214655,0.0,0.0,286.70278902425116,10.205156250000012
A_short_window_prepare_i2,A,short_window,prepare,2,B,2.3861642475074443,0.2532956853533625,1.6003854411510416,0.014176111252910885,0.0,0.0,286.94781541899494,10.205156250000012
B_ample_none_i0,B,ample,none,0,M,2.112871456303976,5.370889750467941,4.903357567361205,1.462974058300468,0.0,0.0,292.73932169059896,10.767963855902945
B_ample_none_i0,B,ample,none,0,R,3.548515631208638,0.6547858052929437,2.3037491196845328,0.031856749999999046,0.0,0.0,284.60754504030706,30.2
B_ample_none_i0,B,ample,none,0,F,0.0,0.10382143997435297,0.7862495690905905,0.025187499999999908,0.0,0.0,288.61786707599197,10.767963855902945
B_ample_none_i0,B,ample,none,0,B,0.10485521552814848,0.1340979364596007,1.088531213844172,0.007721330492195478,0.0,0.0,290.43897173856755,10.767963855902945
B_ample_none_i1,B,ample,none,1,M,0.5751444222222696,1.7584810673670117,4.782144498921806,0.5358444545731018,0.0,0.0,295.7229252757086,10.746167682202906
B_ample_none_i1,B,ample,none,1,R,4.168138639776569,2.617419817497063,6.242661302223467,1.445661747059938,9.0,1.7897309712781744,284.61795107497903,30.2
B_ample_none_i1,B,ample,none,1,F,0.0,0.10382143997435297,0.7862495690905905,0.025187499999999908,0.0,0.0,288.61786707599197,10.746167682202906
B_ample_none_i1,B,ample,none,1,B,0.728851065958572,0.40316742397084593,2.004020116563187,0.012090571663026777,0.0,0.0,290.28726973016217,10.746167682202906
B_ample_none_i2,B,ample,none,2,M,1.3869722007381227,5.0816981918852155,4.837901747270508,1.446770910573856,0.0,0.0,293.76887535345276,9.789490217909584
B_ample_none_i2,B,ample,none,2,R,3.5724399261088036,2.0715153364984906,6.194300371360641,1.5096467451887687,12.0,2.303728372019,284.59289410950566,27.2
B_ample_none_i2,B,ample,none,2,F,0.0,0.10382143997435297,0.7862495690905905,0.025187499999999908,0.0,0.0,288.61786707599197,9.789490217909584
B_ample_none_i2,B,ample,none,2,B,0.3643371667068549,0.19001375658508882,1.316625250876978,0.0073672113606861635,0.0,0.0,290.504276313791,9.789490217909584
B_ample_prepare_i0,B,ample,prepare,0,M,3.32926108038271,5.740820833730605,5.135678737719377,1.462974058300468,0.0,0.0,291.40312806312465,11.018004527082919
B_ample_prepare_i0,B,ample,prepare,0,R,4.976935921861981,1.9959456647277674,3.9362766311352044,0.031856749999999046,0.0,0.0,283.28259098376174,30.2
B_ample_prepare_i0,B,ample,prepare,0,F,1.1544896481720748,1.4874506612792644,5.193971383454953,1.1736736003854564,0.0,0.0,287.29059821937733,11.018004527082919
B_ample_prepare_i0,B,ample,prepare,0,B,1.0276158552308141,0.3381312792992088,1.7020207650460637,0.007721330492195478,0.0,0.0,289.2006097240252,11.018004527082919
B_ample_prepare_i1,B,ample,prepare,1,M,0.8942583585648595,1.8629238490462166,4.929035975145481,0.5358444545731018,0.0,0.0,294.40216229075514,11.476804738928319
B_ample_prepare_i1,B,ample,prepare,1,R,6.075728725520321,5.787721602755853,8.197660303251464,2.228767272674503,7.0,1.2677868130396763,283.295345817536,30.2
B_ample_prepare_i1,B,ample,prepare,1,F,1.1544896481720748,1.4874506612792644,5.193971383454953,1.1736736003854564,0.0,0.0,287.29059821937733,11.476804738928319
B_ample_prepare_i1,B,ample,prepare,1,B,2.1385644947653315,1.043814599306019,2.874074486723475,0.012090571663026777,0.0,0.0,288.8399885516058,11.476804738928319
B_ample_prepare_i2,B,ample,prepare,2,M,2.598305146880982,5.380950081875069,5.0678131400384805,1.446770910573856,0.0,0.0,292.4180092967369,9.863495602131604
B_ample_prepare_i2,B,ample,prepare,2,R,4.949688713461199,2.394044813370645,6.2583266979751215,0.7583548144886623,12.0,2.0844247816840853,283.2674330211357,27.2
B_ample_prepare_i2,B,ample,prepare,2,F,1.1544896481720748,1.4874506612792644,5.193971383454953,1.1736736003854564,0.0,0.0,287.29059821937733,9.863495602131604
B_ample_prepare_i2,B,ample,prepare,2,B,0.9409639242919081,0.2746624806793335,1.5033066249117892,0.0073672113606861635,0.0,0.0,289.3328627653724,9.863495602131604
B_collaborative_none_i0,B,collaborative,none,0,M,6.283349741581221,6.467057691766336,5.236318651703719,1.315382791721019,0.0,0.0,286.5970999177988,8.769986362439806
B_collaborative_none_i0,B,collaborative,none,0,R,8.186818722266459,2.474132968039488,3.9167559362907847,0.11732617429355253,4.0,0.6337476944120735,280.0050216390407,21.2
B_collaborative_none_i0,B,collaborative,none,0,F,0.0,0.0,0.0,0.0,0.0,0.0,288.00000000000034,8.769986362439806
B_collaborative_none_i0,B,collaborative,none,0,B,3.5792963864442107,0.6114709915777411,1.988396244809578,0.006140323602705587,0.0,0.0,285.53506983156365,8.769986362439806
B_collaborative_none_i1,B,collaborative,none,1,M,2.232750614017851,1.4897969126682242,4.07652243518789,0.4202934385852097,0.0,0.0,289.5857467591192,9.48486705702113
B_collaborative_none_i1,B,collaborative,none,1,R,8.930889321560507,5.647217526067746,7.717621018337768,1.9515916563974458,9.0,1.8791258994640487,280.0189226710439,21.141881519292777
B_collaborative_none_i1,B,collaborative,none,1,F,0.0,0.0,0.0,0.0,0.0,0.0,288.00000000000034,9.48486705702113
B_collaborative_none_i1,B,collaborative,none,1,B,4.550126857406465,1.3383007323620093,2.929077254788984,0.010617565247425402,0.0,0.0,285.1664321716079,9.48486705702113
B_collaborative_none_i2,B,collaborative,none,2,M,5.41048953901168,5.91820788394388,5.02829874136678,1.2945257047316585,0.0,0.0,287.41817171887294,8.24105255957225
B_collaborative_none_i2,B,collaborative,none,2,R,8.502940354271054,2.1684232052067647,12.785596338794619,1.1098504072299655,37.0,4.185851646125209,279.69518335887943,18.2
B_collaborative_none_i2,B,collaborative,none,2,F,0.0,0.0,0.0,0.0,0.0,0.0,288.00000000000034,8.24105255957225
B_collaborative_none_i2,B,collaborative,none,2,B,3.3303060477515976,0.4067363790590292,2.177749145958764,0.005713985776106778,0.0,0.0,285.48739786752304,8.24105255957225
B_collaborative_prepare_i0,B,collaborative,prepare,0,M,7.6796858155476135,9.259206320894032,8.109811112901646,2.7970648023374527,11.0,1.7698400185986845,285.34651807837975,8.058221181345214
B_collaborative_prepare_i0,B,collaborative,prepare,0,R,9.58387863432462,4.478801276975194,4.936710862862491,0.0655974866630027,4.0,0.6107656835443308,278.7100656245091,21.2
B_collaborative_prepare_i0,B,collaborative,prepare,0,F,1.2972109757490844,1.2654641879659725,4.565420960203316,1.1492918068214655,0.0,0.0,286.70278902425116,8.058221181345214
B_collaborative_prepare_i0,B,collaborative,prepare,0,B,4.951616640432971,1.1804318656803015,2.7566111074223185,0.006140323602705587,0.0,0.0,284.20146457018615,8.058221181345214
B_collaborative_prepare_i1,B,collaborative,prepare,1,M,3.4029034634887534,1.8161626229672145,4.351444376262104,0.4202934385852097,0.0,0.0,288.29606289944354,9.298259509390572
B_collaborative_prepare_i1,B,collaborative,prepare,1,R,10.78308047318722,9.722850350788118,9.394527845538232,2.7756543522962738,7.0,1.3719743072049932,278.72669117274046,21.141881519292777
B_collaborative_prepare_i1,B,collaborative,prepare,1,F,1.2972109757490844,1.2654641879659725,4.565420960203316,1.1492918068214655,0.0,0.0,286.70278902425116,9.298259509390572
B_collaborative_prepare_i1,B,collaborative,prepare,1,B,6.530233786571007,2.577018365852641,3.8189333426300918,0.010617565247425402,0.0,0.0,283.44346878102357,9.298259509390572
B_collaborative_prepare_i2,B,collaborative,prepare,2,M,6.871255449396576,6.390173289408743,5.17106407782954,1.2945257047316585,0.0,0.0,285.9547388551447,15.988214262354756
