run_id,field,status,old_value,current_value,delta
A_short_window_prepare_i2,completion_time_s,same,,,
A_short_window_prepare_i2,disturbance,same,prepare,prepare,
A_short_window_prepare_i2,failure_type,same,missed_window,missed_window,
A_short_window_prepare_i2,hard_violation_count,same,0,0,0
A_short_window_prepare_i2,init_variant,same,2,2,0
A_short_window_prepare_i2,max_abs_jerk_mps3,same,2.5,2.5,0
A_short_window_prepare_i2,mean_abs_jerk_mps3,same,0.22159746932604155,0.22159746932604155,0
A_short_window_prepare_i2,merge_start_time_s,same,,,
A_short_window_prepare_i2,method,same,A,A,
A_short_window_prepare_i2,min_net_gap_m,same,10.205156250000012,10.205156250000012,0
A_short_window_prepare_i2,outcome,same,missed_window,missed_window,
A_short_window_prepare_i2,pair_gain_total_error_max_s-1,same,0.0,0.0,0
A_short_window_prepare_i2,road_violation_count,same,0,0,0
A_short_window_prepare_i2,run_id,same,A_short_window_prepare_i2,A_short_window_prepare_i2,
A_short_window_prepare_i2,safety_correction_abs_mean_mps2,same,0.0,0.0,0
A_short_window_prepare_i2,safety_correction_count,same,0,0,0
A_short_window_prepare_i2,scenario,same,short_window,short_window,
A_short_window_prepare_i2,space_feedback_abs_mean_s-1,same,0.0,0.0,0
A_short_window_prepare_i2,success,same,0,0,0
A_short_window_prepare_i2,task_phase,same,FAILED,FAILED,
A_short_window_prepare_i2,total_effort_integral_m2_s3,same,8.294406223281586,8.294406223281586,0
A_short_window_prepare_i2,total_speed_deficit_integral_m_s,same,15.046616437001708,15.046616437001708,0
B_ample_none_i0,K_MR_mean_s-1,same,0.0,0.0,0
B_ample_none_i0,K_RM_mean_s-1,same,0.0,0.0,0
B_ample_none_i0,completion_time_s,same,4.25,4.25,0
B_ample_none_i0,disturbance,same,none,none,
B_ample_none_i0,failure_type,same,,,
B_ample_none_i0,hard_violation_count,same,0,0,0
B_ample_none_i0,init_variant,same,0,0,0
B_ample_none_i0,max_abs_jerk_mps3,same,2.5,2.5,0
B_ample_none_i0,mean_abs_jerk_mps3,same,0.14190449171844538,0.14190449171844538,0
B_ample_none_i0,merge_start_time_s,same,1.2500000000000002,1.2500000000000002,0
B_ample_none_i0,method,same,B,B,
B_ample_none_i0,min_net_gap_m,same,10.767963855902945,10.767963855902945,0
B_ample_none_i0,outcome,same,completed,completed,
B_ample_none_i0,pair_gain_total_error_max_s-1,same,0.0,0.0,0
B_ample_none_i0,road_violation_count,same,0,0,0
B_ample_none_i0,run_id,same,B_ample_none_i0,B_ample_none_i0,
B_ample_none_i0,safety_correction_abs_mean_mps2,same,0.0,0.0,0
B_ample_none_i0,safety_correction_count,same,0,0,0
B_ample_none_i0,scenario,same,ample,ample,
B_ample_none_i0,space_feedback_abs_mean_s-1,same,0.0,0.0,0
B_ample_none_i0,success,same,1,1,0
B_ample_none_i0,task_phase,same,SUCCESS,SUCCESS,
B_ample_none_i0,total_effort_integral_m2_s3,same,6.263594932194838,6.263594932194838,0
B_ample_none_i0,total_speed_deficit_integral_m_s,same,5.766242303040762,5.766242303040762,0
B_ample_none_i1,K_MR_mean_s-1,same,0.0,0.0,0
B_ample_none_i1,K_RM_mean_s-1,same,0.0,0.0,0
B_ample_none_i1,completion_time_s,same,,,
B_ample_none_i1,disturbance,same,none,none,
B_ample_none_i1,failure_type,same,started_but_failed,started_but_failed,
B_ample_none_i1,hard_violation_count,same,0,0,0
B_ample_none_i1,init_variant,same,1,1,0
B_ample_none_i1,max_abs_jerk_mps3,same,2.500000000000002,2.500000000000002,0
B_ample_none_i1,mean_abs_jerk_mps3,same,0.21586055448123523,0.21586055448123523,0
B_ample_none_i1,merge_start_time_s,same,3.05,3.05,0
B_ample_none_i1,method,same,B,B,
B_ample_none_i1,min_net_gap_m,same,10.746167682202906,10.746167682202906,0
B_ample_none_i1,outcome,same,started_but_failed,started_but_failed,
B_ample_none_i1,pair_gain_total_error_max_s-1,same,0.0,0.0,0
B_ample_none_i1,road_violation_count,same,0,0,0
B_ample_none_i1,run_id,same,B_ample_none_i1,B_ample_none_i1,
B_ample_none_i1,safety_correction_abs_mean_mps2,same,3.9771799361737203,3.9771799361737203,0
B_ample_none_i1,safety_correction_count,same,9,9,0
B_ample_none_i1,scenario,same,ample,ample,
B_ample_none_i1,space_feedback_abs_mean_s-1,same,0.0,0.0,0
B_ample_none_i1,success,same,0,0,0
B_ample_none_i1,task_phase,same,FAILED,FAILED,
B_ample_none_i1,total_effort_integral_m2_s3,same,4.882889748809274,4.882889748809274,0
B_ample_none_i1,total_speed_deficit_integral_m_s,same,5.4721341279574105,5.4721341279574105,0
B_ample_none_i2,K_MR_mean_s-1,same,0.0,0.0,0
B_ample_none_i2,K_RM_mean_s-1,same,0.0,0.0,0
B_ample_none_i2,completion_time_s,same,4.5,4.5,0
B_ample_none_i2,disturbance,same,none,none,
B_ample_none_i2,failure_type,same,,,
B_ample_none_i2,hard_violation_count,same,0,0,0
B_ample_none_i2,init_variant,same,2,2,0
B_ample_none_i2,max_abs_jerk_mps3,same,2.5,2.5,0
B_ample_none_i2,mean_abs_jerk_mps3,same,0.20523557716560492,0.20523557716560492,0
B_ample_none_i2,merge_start_time_s,same,1.5000000000000002,1.5000000000000002,0
B_ample_none_i2,method,same,B,B,
B_ample_none_i2,min_net_gap_m,same,9.789490217909584,9.789490217909584,0
B_ample_none_i2,outcome,same,completed,completed,
B_ample_none_i2,pair_gain_total_error_max_s-1,same,0.0,0.0,0
B_ample_none_i2,road_violation_count,same,0,0,0
B_ample_none_i2,run_id,same,B_ample_none_i2,B_ample_none_i2,
B_ample_none_i2,safety_correction_abs_mean_mps2,same,3.8395472866983327,3.8395472866983327,0
B_ample_none_i2,safety_correction_count,same,12,12,0
B_ample_none_i2,scenario,same,ample,ample,
B_ample_none_i2,space_feedback_abs_mean_s-1,same,0.0,0.0,0
B_ample_none_i2,success,same,1,1,0
B_ample_none_i2,task_phase,same,SUCCESS,SUCCESS,
B_ample_none_i2,total_effort_integral_m2_s3,same,7.447048724943148,7.447048724943148,0
B_ample_none_i2,total_speed_deficit_integral_m_s,same,5.323749293553782,5.323749293553782,0
B_ample_prepare_i0,K_MR_mean_s-1,same,0.0,0.0,0
B_ample_prepare_i0,K_RM_mean_s-1,same,0.0,0.0,0
B_ample_prepare_i0,completion_time_s,same,4.25,4.25,0
B_ample_prepare_i0,disturbance,same,prepare,prepare,
B_ample_prepare_i0,failure_type,same,,,
B_ample_prepare_i0,hard_violation_count,same,0,0,0
B_ample_prepare_i0,init_variant,same,0,0,0
B_ample_prepare_i0,max_abs_jerk_mps3,same,2.500000000000002,2.500000000000002,0
B_ample_prepare_i0,mean_abs_jerk_mps3,same,0.24949917995868107,0.24949917995868107,0
B_ample_prepare_i0,merge_start_time_s,same,1.2500000000000002,1.2500000000000002,0
B_ample_prepare_i0,method,same,B,B,
B_ample_prepare_i0,min_net_gap_m,same,11.018004527082919,11.018004527082919,0
B_ample_prepare_i0,outcome,same,completed,completed,
B_ample_prepare_i0,pair_gain_total_error_max_s-1,same,0.0,0.0,0
B_ample_prepare_i0,road_violation_count,same,0,0,0
B_ample_prepare_i0,run_id,same,B_ample_prepare_i0,B_ample_prepare_i0,
B_ample_prepare_i0,safety_correction_abs_mean_mps2,same,0.0,0.0,0
B_ample_prepare_i0,safety_correction_count,same,0,0,0
B_ample_prepare_i0,scenario,same,ample,ample,
B_ample_prepare_i0,space_feedback_abs_mean_s-1,same,0.0,0.0,0
B_ample_prepare_i0,success,same,1,1,0
B_ample_prepare_i0,task_phase,same,SUCCESS,SUCCESS,
B_ample_prepare_i0,total_effort_integral_m2_s3,same,9.562348439036846,9.562348439036846,0
B_ample_prepare_i0,total_speed_deficit_integral_m_s,same,10.48830250564758,10.48830250564758,0
B_ample_prepare_i1,K_MR_mean_s-1,same,0.0,0.0,0
B_ample_prepare_i1,K_RM_mean_s-1,same,0.0,0.0,0
B_ample_prepare_i1,completion_time_s,same,,,
B_ample_prepare_i1,disturbance,same,prepare,prepare,
B_ample_prepare_i1,failure_type,same,started_but_failed,started_but_failed,
B_ample_prepare_i1,hard_violation_count,same,0,0,0
B_ample_prepare_i1,init_variant,same,1,1,0
B_ample_prepare_i1,max_abs_jerk_mps3,same,2.500000000000002,2.500000000000002,0
B_ample_prepare_i1,mean_abs_jerk_mps3,same,0.3311678460714901,0.3311678460714901,0
B_ample_prepare_i1,merge_start_time_s,same,2.85,2.85,0
B_ample_prepare_i1,method,same,B,B,
B_ample_prepare_i1,min_net_gap_m,same,11.476804738928319,11.476804738928319,0
B_ample_prepare_i1,outcome,same,started_but_failed,started_but_failed,
B_ample_prepare_i1,pair_gain_total_error_max_s-1,same,0.0,0.0,0
B_ample_prepare_i1,road_violation_count,same,0,0,0
B_ample_prepare_i1,run_id,same,B_ample_prepare_i1,B_ample_prepare_i1,
B_ample_prepare_i1,safety_correction_abs_mean_mps2,same,3.6222480372562176,3.6222480372562176,0
B_ample_prepare_i1,safety_correction_count,same,7,7,0
B_ample_prepare_i1,scenario,same,ample,ample,
B_ample_prepare_i1,space_feedback_abs_mean_s-1,same,0.0,0.0,0
B_ample_prepare_i1,success,same,0,0,0
B_ample_prepare_i1,task_phase,same,FAILED,FAILED,
B_ample_prepare_i1,total_effort_integral_m2_s3,same,10.181910712387353,10.181910712387353,0
B_ample_prepare_i1,total_speed_deficit_integral_m_s,same,10.263041227022587,10.263041227022587,0
B_ample_prepare_i2,K_MR_mean_s-1,same,0.0,0.0,0
B_ample_prepare_i2,K_RM_mean_s-1,same,0.0,0.0,0
B_ample_prepare_i2,completion_time_s,same,4.5,4.5,0
B_ample_prepare_i2,disturbance,same,prepare,prepare,
B_ample_prepare_i2,failure_type,same,,,
B_ample_prepare_i2,hard_violation_count,same,0,0,0
B_ample_prepare_i2,init_variant,same,2,2,0
B_ample_prepare_i2,max_abs_jerk_mps3,same,2.500000000000002,2.500000000000002,0
B_ample_prepare_i2,mean_abs_jerk_mps3,same,0.28161590384969293,0.28161590384969293,0
B_ample_prepare_i2,merge_start_time_s,same,1.5000000000000002,1.5000000000000002,0
B_ample_prepare_i2,method,same,B,B,
B_ample_prepare_i2,min_net_gap_m,same,9.863495602131604,9.863495602131604,0
B_ample_prepare_i2,outcome,same,completed,completed,
B_ample_prepare_i2,pair_gain_total_error_max_s-1,same,0.0,0.0,0
B_ample_prepare_i2,road_violation_count,same,0,0,0
B_ample_prepare_i2,run_id,same,B_ample_prepare_i2,B_ample_prepare_i2,
B_ample_prepare_i2,safety_correction_abs_mean_mps2,same,3.4740413028068082,3.4740413028068082,0
B_ample_prepare_i2,safety_correction_count,same,12,12,0
B_ample_prepare_i2,scenario,same,ample,ample,
B_ample_prepare_i2,space_feedback_abs_mean_s-1,same,0.0,0.0,0
B_ample_prepare_i2,success,same,1,1,0
B_ample_prepare_i2,task_phase,same,SUCCESS,SUCCESS,
B_ample_prepare_i2,total_effort_integral_m2_s3,same,9.537108037204312,9.537108037204312,0
B_ample_prepare_i2,total_speed_deficit_integral_m_s,same,9.643447432806163,9.643447432806163,0
B_collaborative_none_i0,K_MR_mean_s-1,same,0.0,0.0,0
B_collaborative_none_i0,K_RM_mean_s-1,same,0.0,0.0,0
B_collaborative_none_i0,completion_time_s,same,4.45,4.45,0
B_collaborative_none_i0,disturbance,same,none,none,
B_collaborative_none_i0,failure_type,same,,,
B_collaborative_none_i0,hard_violation_count,same,0,0,0
B_collaborative_none_i0,init_variant,same,0,0,0
B_collaborative_none_i0,max_abs_jerk_mps3,same,2.5,2.5,0
B_collaborative_none_i0,mean_abs_jerk_mps3,same,0.1740854817625639,0.1740854817625639,0
B_collaborative_none_i0,merge_start_time_s,same,1.4500000000000002,1.4500000000000002,0
B_collaborative_none_i0,method,same,B,B,
B_collaborative_none_i0,min_net_gap_m,same,8.769986362439806,8.769986362439806,0
B_collaborative_none_i0,outcome,same,completed,completed,
B_collaborative_none_i0,pair_gain_total_error_max_s-1,same,0.0,0.0,0
B_collaborative_none_i0,road_violation_count,same,0,0,0
B_collaborative_none_i0,run_id,same,B_collaborative_none_i0,B_collaborative_none_i0,
B_collaborative_none_i0,safety_correction_abs_mean_mps2,same,3.168738472060367,3.168738472060367,0
B_collaborative_none_i0,safety_correction_count,same,4,4,0
B_collaborative_none_i0,scenario,same,collaborative,collaborative,
B_collaborative_none_i0,space_feedback_abs_mean_s-1,same,0.0,0.0,0
B_collaborative_none_i0,success,same,1,1,0
B_collaborative_none_i0,task_phase,same,SUCCESS,SUCCESS,
B_collaborative_none_i0,total_effort_integral_m2_s3,same,9.552661651383566,9.552661651383566,0
B_collaborative_none_i0,total_speed_deficit_integral_m_s,same,18.04946485029189,18.04946485029189,0
B_collaborative_none_i1,K_MR_mean_s-1,same,0.0,0.0,0
B_collaborative_none_i1,K_RM_mean_s-1,same,0.0,0.0,0
B_collaborative_none_i1,completion_time_s,same,,,
B_collaborative_none_i1,disturbance,same,none,none,
B_collaborative_none_i1,failure_type,same,started_but_failed,started_but_failed,
B_collaborative_none_i1,hard_violation_count,same,0,0,0
B_collaborative_none_i1,init_variant,same,1,1,0
B_collaborative_none_i1,max_abs_jerk_mps3,same,2.5,2.5,0
B_collaborative_none_i1,mean_abs_jerk_mps3,same,0.2300503235674162,0.2300503235674162,0
B_collaborative_none_i1,merge_start_time_s,same,3.2,3.2,0
B_collaborative_none_i1,method,same,B,B,
B_collaborative_none_i1,min_net_gap_m,same,9.48486705702113,9.48486705702113,0
B_collaborative_none_i1,outcome,same,started_but_failed,started_but_failed,
B_collaborative_none_i1,pair_gain_total_error_max_s-1,same,0.0,0.0,0
B_collaborative_none_i1,road_violation_count,same,0,0,0
B_collaborative_none_i1,run_id,same,B_collaborative_none_i1,B_collaborative_none_i1,
B_collaborative_none_i1,safety_correction_abs_mean_mps2,same,4.175835332142331,4.175835332142331,0
B_collaborative_none_i1,safety_correction_count,same,9,9,0
B_collaborative_none_i1,scenario,same,collaborative,collaborative,
B_collaborative_none_i1,space_feedback_abs_mean_s-1,same,0.0,0.0,0
B_collaborative_none_i1,success,same,0,0,0
B_collaborative_none_i1,task_phase,same,FAILED,FAILED,
B_collaborative_none_i1,total_effort_integral_m2_s3,same,8.47531517109798,8.47531517109798,0
B_collaborative_none_i1,total_speed_deficit_integral_m_s,same,15.713766792984822,15.713766792984822,0
B_collaborative_none_i2,K_MR_mean_s-1,same,0.0,0.0,0
B_collaborative_none_i2,K_RM_mean_s-1,same,0.0,0.0,0
B_collaborative_none_i2,completion_time_s,same,,,
B_collaborative_none_i2,disturbance,same,none,none,
B_collaborative_none_i2,failure_type,same,started_but_failed,started_but_failed,
B_collaborative_none_i2,hard_violation_count,same,0,0,0
B_collaborative_none_i2,init_variant,same,2,2,0
B_collaborative_none_i2,max_abs_jerk_mps3,same,2.5,2.5,0
B_collaborative_none_i2,mean_abs_jerk_mps3,same,0.3123694410331276,0.3123694410331276,0
B_collaborative_none_i2,merge_start_time_s,same,3.35,3.35,0
B_collaborative_none_i2,method,same,B,B,
B_collaborative_none_i2,min_net_gap_m,same,8.24105255957225,8.24105255957225,0
B_collaborative_none_i2,outcome,same,started_but_failed,started_but_failed,
B_collaborative_none_i2,pair_gain_total_error_max_s-1,same,0.0,0.0,0
B_collaborative_none_i2,road_violation_count,same,0,0,0
B_collaborative_none_i2,run_id,same,B_collaborative_none_i2,B_collaborative_none_i2,
B_collaborative_none_i2,safety_correction_abs_mean_mps2,same,2.262622511419032,2.262622511419032,0
B_collaborative_none_i2,safety_correction_count,same,37,37,0
B_collaborative_none_i2,scenario,same,collaborative,collaborative,
B_collaborative_none_i2,space_feedback_abs_mean_s-1,same,0.0,0.0,0
B_collaborative_none_i2,success,same,0,0,0
B_collaborative_none_i2,task_phase,same,FAILED,FAILED,
B_collaborative_none_i2,total_effort_integral_m2_s3,same,8.493367468209673,8.493367468209673,0
B_collaborative_none_i2,total_speed_deficit_integral_m_s,same,17.24373594103433,17.24373594103433,0
B_collaborative_prepare_i0,K_MR_mean_s-1,same,0.0,0.0,0
B_collaborative_prepare_i0,K_RM_mean_s-1,same,0.0,0.0,0
B_collaborative_prepare_i0,completion_time_s,same,4.45,4.45,0
B_collaborative_prepare_i0,disturbance,same,prepare,prepare,
B_collaborative_prepare_i0,failure_type,same,,,
B_collaborative_prepare_i0,hard_violation_count,same,0,0,0
B_collaborative_prepare_i0,init_variant,same,0,0,0
B_collaborative_prepare_i0,max_abs_jerk_mps3,same,2.5000000000000044,2.5000000000000044,0
B_collaborative_prepare_i0,mean_abs_jerk_mps3,same,0.3182586569279652,0.3182586569279652,0
B_collaborative_prepare_i0,merge_start_time_s,same,1.4500000000000002,1.4500000000000002,0
B_collaborative_prepare_i0,method,same,B,B,
B_collaborative_prepare_i0,min_net_gap_m,same,8.058221181345214,8.058221181345214,0
B_collaborative_prepare_i0,outcome,same,completed,completed,
B_collaborative_prepare_i0,pair_gain_total_error_max_s-1,same,0.0,0.0,0
B_collaborative_prepare_i0,road_violation_count,same,0,0,0
B_collaborative_prepare_i0,run_id,same,B_collaborative_prepare_i0,B_collaborative_prepare_i0,
B_collaborative_prepare_i0,safety_correction_abs_mean_mps2,same,3.1741409361906876,3.1741409361906876,0
B_collaborative_prepare_i0,safety_correction_count,same,15,15,0
B_collaborative_prepare_i0,scenario,same,collaborative,collaborative,
B_collaborative_prepare_i0,space_feedback_abs_mean_s-1,same,0.0,0.0,0
B_collaborative_prepare_i0,success,same,1,1,0
B_collaborative_prepare_i0,task_phase,same,SUCCESS,SUCCESS,
B_collaborative_prepare_i0,total_effort_integral_m2_s3,same,16.1839036515155,16.1839036515155,0
B_collaborative_prepare_i0,total_speed_deficit_integral_m_s,same,23.51239206605429,23.51239206605429,0
B_collaborative_prepare_i1,K_MR_mean_s-1,same,0.0,0.0,0
B_collaborative_prepare_i1,K_RM_mean_s-1,same,0.0,0.0,0
B_collaborative_prepare_i1,completion_time_s,same,,,
B_collaborative_prepare_i1,disturbance,same,prepare,prepare,
B_collaborative_prepare_i1,failure_type,same,started_but_failed,started_but_failed,
B_collaborative_prepare_i1,hard_violation_count,same,0,0,0
B_collaborative_prepare_i1,init_variant,same,1,1,0
B_collaborative_prepare_i1,max_abs_jerk_mps3,same,2.5000000000000044,2.5000000000000044,0
B_collaborative_prepare_i1,mean_abs_jerk_mps3,same,0.345786351947402,0.345786351947402,0
B_collaborative_prepare_i1,merge_start_time_s,same,3.0,3.0,0
B_collaborative_prepare_i1,method,same,B,B,
B_collaborative_prepare_i1,min_net_gap_m,same,9.298259509390572,9.298259509390572,0
B_collaborative_prepare_i1,outcome,same,started_but_failed,started_but_failed,
B_collaborative_prepare_i1,pair_gain_total_error_max_s-1,same,0.0,0.0,0
B_collaborative_prepare_i1,road_violation_count,same,0,0,0
B_collaborative_prepare_i1,run_id,same,B_collaborative_prepare_i1,B_collaborative_prepare_i1,
B_collaborative_prepare_i1,safety_correction_abs_mean_mps2,same,3.919926592014266,3.919926592014266,0
B_collaborative_prepare_i1,safety_correction_count,same,7,7,0
B_collaborative_prepare_i1,scenario,same,collaborative,collaborative,
B_collaborative_prepare_i1,space_feedback_abs_mean_s-1,same,0.0,0.0,0
B_collaborative_prepare_i1,success,same,0,0,0
B_collaborative_prepare_i1,task_phase,same,FAILED,FAILED,
B_collaborative_prepare_i1,total_effort_integral_m2_s3,same,15.381495527573946,15.381495527573946,0
B_collaborative_prepare_i1,total_speed_deficit_integral_m_s,same,22.013428698996066,22.013428698996066,0
B_collaborative_prepare_i2,K_MR_mean_s-1,same,0.0,0.0,0
B_collaborative_prepare_i2,K_RM_mean_s-1,same,0.0,0.0,0
B_collaborative_prepare_i2,completion_time_s,same,,,
B_collaborative_prepare_i2,disturbance,same,prepare,prepare,
B_collaborative_prepare_i2,failure_type,same,started_but_failed,started_but_failed,
B_collaborative_prepare_i2,hard_violation_count,same,0,0,0
B_collaborative_prepare_i2,init_variant,same,2,2,0
B_collaborative_prepare_i2,max_abs_jerk_mps3,same,2.500000000000001,2.500000000000001,0
B_collaborative_prepare_i2,mean_abs_jerk_mps3,same,0.4067863812717981,0.4067863812717981,0
B_collaborative_prepare_i2,merge_start_time_s,same,4.45,4.45,0
B_collaborative_prepare_i2,method,same,B,B,
B_collaborative_prepare_i2,min_net_gap_m,same,15.988214262354756,15.988214262354756,0
B_collaborative_prepare_i2,outcome,same,started_but_failed,started_but_failed,
B_collaborative_prepare_i2,pair_gain_total_error_max_s-1,same,0.0,0.0,0
B_collaborative_prepare_i2,road_violation_count,same,0,0,0
B_collaborative_prepare_i2,run_id,same,B_collaborative_prepare_i2,B_collaborative_prepare_i2,
B_collaborative_prepare_i2,safety_correction_abs_mean_mps2,same,3.9888378860215643,3.9888378860215643,0
B_collaborative_prepare_i2,safety_correction_count,same,24,24,0
B_collaborative_prepare_i2,scenario,same,collaborative,collaborative,
B_collaborative_prepare_i2,space_feedback_abs_mean_s-1,same,0.0,0.0,0
B_collaborative_prepare_i2,success,same,0,0,0
B_collaborative_prepare_i2,task_phase,same,FAILED,FAILED,
B_collaborative_prepare_i2,total_effort_integral_m2_s3,same,13.715500991450023,13.715500991450023,0
B_collaborative_prepare_i2,total_speed_deficit_integral_m_s,same,23.26154387417965,23.26154387417965,0
B_short_window_none_i0,K_MR_mean_s-1,same,0.0,0.0,0
B_short_window_none_i0,K_RM_mean_s-1,same,0.0,0.0,0
B_short_window_none_i0,completion_time_s,same,,,
B_short_window_none_i0,disturbance,same,none,none,
B_short_window_none_i0,failure_type,same,missed_window,missed_window,
B_short_window_none_i0,hard_violation_count,same,0,0,0
B_short_window_none_i0,init_variant,same,0,0,0
B_short_window_none_i0,max_abs_jerk_mps3,same,2.5,2.5,0
B_short_window_none_i0,mean_abs_jerk_mps3,same,0.1577547686569627,0.1577547686569627,0
B_short_window_none_i0,merge_start_time_s,same,,,
B_short_window_none_i0,method,same,B,B,
B_short_window_none_i0,min_net_gap_m,same,12.980602077461892,12.980602077461892,0
B_short_window_none_i0,outcome,same,missed_window,missed_window,
B_short_window_none_i0,pair_gain_total_error_max_s-1,same,0.0,0.0,0
B_short_window_none_i0,road_violation_count,same,0,0,0
B_short_window_none_i0,run_id,same,B_short_window_none_i0,B_short_window_none_i0,
B_short_window_none_i0,safety_correction_abs_mean_mps2,same,0.0,0.0,0
B_short_window_none_i0,safety_correction_count,same,0,0,0
B_short_window_none_i0,scenario,same,short_window,short_window,
B_short_window_none_i0,space_feedback_abs_mean_s-1,same,0.0,0.0,0
B_short_window_none_i0,success,same,0,0,0
B_short_window_none_i0,task_phase,same,FAILED,FAILED,
B_short_window_none_i0,total_effort_integral_m2_s3,same,9.07223639640688,9.07223639640688,0
B_short_window_none_i0,total_speed_deficit_integral_m_s,same,18.04621697018815,18.04621697018815,0
B_short_window_none_i1,K_MR_mean_s-1,same,0.0,0.0,0
B_short_window_none_i1,K_RM_mean_s-1,same,0.0,0.0,0
B_short_window_none_i1,completion_time_s,same,,,
B_short_window_none_i1,disturbance,same,none,none,
B_short_window_none_i1,failure_type,same,missed_window,missed_window,
B_short_window_none_i1,hard_violation_count,same,0,0,0
B_short_window_none_i1,init_variant,same,1,1,0
B_short_window_none_i1,max_abs_jerk_mps3,same,2.5,2.5,0
B_short_window_none_i1,mean_abs_jerk_mps3,same,0.13949421409742782,0.13949421409742782,0
B_short_window_none_i1,merge_start_time_s,same,,,
B_short_window_none_i1,method,same,B,B,
B_short_window_none_i1,min_net_gap_m,same,12.844998959821776,12.844998959821776,0
B_short_window_none_i1,outcome,same,missed_window,missed_window,
B_short_window_none_i1,pair_gain_total_error_max_s-1,same,0.0,0.0,0
B_short_window_none_i1,road_violation_count,same,0,0,0
B_short_window_none_i1,run_id,same,B_short_window_none_i1,B_short_window_none_i1,
B_short_window_none_i1,safety_correction_abs_mean_mps2,same,0.0,0.0,0
B_short_window_none_i1,safety_correction_count,same,0,0,0
B_short_window_none_i1,scenario,same,short_window,short_window,
B_short_window_none_i1,space_feedback_abs_mean_s-1,same,0.0,0.0,0
B_short_window_none_i1,success,same,0,0,0
B_short_window_none_i1,task_phase,same,FAILED,FAILED,
B_short_window_none_i1,total_effort_integral_m2_s3,same,4.915110019203022,4.915110019203022,0
B_short_window_none_i1,total_speed_deficit_integral_m_s,same,13.641637294473853,13.641637294473853,0
B_short_window_none_i2,K_MR_mean_s-1,same,0.0,0.0,0
B_short_window_none_i2,K_RM_mean_s-1,same,0.0,0.0,0
B_short_window_none_i2,completion_time_s,same,,,
B_short_window_none_i2,disturbance,same,none,none,
B_short_window_none_i2,failure_type,same,missed_window,missed_window,
B_short_window_none_i2,hard_violation_count,same,0,0,0
B_short_window_none_i2,init_variant,same,2,2,0
B_short_window_none_i2,max_abs_jerk_mps3,same,2.5,2.5,0
B_short_window_none_i2,mean_abs_jerk_mps3,same,0.14639287764099548,0.14639287764099548,0
B_short_window_none_i2,merge_start_time_s,same,,,
B_short_window_none_i2,method,same,B,B,
B_short_window_none_i2,min_net_gap_m,same,10.204875000000012,10.204875000000012,0
B_short_window_none_i2,outcome,same,missed_window,missed_window,
B_short_window_none_i2,pair_gain_total_error_max_s-1,same,0.0,0.0,0
B_short_window_none_i2,road_violation_count,same,0,0,0
B_short_window_none_i2,run_id,same,B_short_window_none_i2,B_short_window_none_i2,
B_short_window_none_i2,safety_correction_abs_mean_mps2,same,0.0,0.0,0
B_short_window_none_i2,safety_correction_count,same,0,0,0
B_short_window_none_i2,scenario,same,short_window,short_window,
B_short_window_none_i2,space_feedback_abs_mean_s-1,same,0.0,0.0,0
B_short_window_none_i2,success,same,0,0,0
B_short_window_none_i2,task_phase,same,FAILED,FAILED,
B_short_window_none_i2,total_effort_integral_m2_s3,same,7.306001968703,7.306001968703,0
B_short_window_none_i2,total_speed_deficit_integral_m_s,same,16.503007280267354,16.503007280267354,0
B_short_window_prepare_i0,K_MR_mean_s-1,same,0.0,0.0,0
B_short_window_prepare_i0,K_RM_mean_s-1,same,0.0,0.0,0
B_short_window_prepare_i0,completion_time_s,same,,,
B_short_window_prepare_i0,disturbance,same,prepare,prepare,
B_short_window_prepare_i0,failure_type,same,missed_window,missed_window,
B_short_window_prepare_i0,hard_violation_count,same,0,0,0
B_short_window_prepare_i0,init_variant,same,0,0,0
B_short_window_prepare_i0,max_abs_jerk_mps3,same,2.5,2.5,0
B_short_window_prepare_i0,mean_abs_jerk_mps3,same,0.26370301997483375,0.26370301997483375,0
B_short_window_prepare_i0,merge_start_time_s,same,,,
B_short_window_prepare_i0,method,same,B,B,
B_short_window_prepare_i0,min_net_gap_m,same,12.980602077461892,12.980602077461892,0
B_short_window_prepare_i0,outcome,same,missed_window,missed_window,
B_short_window_prepare_i0,pair_gain_total_error_max_s-1,same,0.0,0.0,0
B_short_window_prepare_i0,road_violation_count,same,0,0,0
B_short_window_prepare_i0,run_id,same,B_short_window_prepare_i0,B_short_window_prepare_i0,
B_short_window_prepare_i0,safety_correction_abs_mean_mps2,same,0.0,0.0,0
B_short_window_prepare_i0,safety_correction_count,same,0,0,0
B_short_window_prepare_i0,scenario,same,short_window,short_window,
B_short_window_prepare_i0,space_feedback_abs_mean_s-1,same,0.0,0.0,0
B_short_window_prepare_i0,success,same,0,0,0
B_short_window_prepare_i0,task_phase,same,FAILED,FAILED,
B_short_window_prepare_i0,total_effort_integral_m2_s3,same,13.456551432409501,13.456551432409501,0
B_short_window_prepare_i0,total_speed_deficit_integral_m_s,same,23.568640556386747,23.568640556386747,0
B_short_window_prepare_i1,K_MR_mean_s-1,same,0.0,0.0,0
B_short_window_prepare_i1,K_RM_mean_s-1,same,0.0,0.0,0
B_short_window_prepare_i1,completion_time_s,same,,,
B_short_window_prepare_i1,disturbance,same,prepare,prepare,
B_short_window_prepare_i1,failure_type,same,missed_window,missed_window,
