run_id,method,ablation,scenario,disturbance,init_variant,vehicle,speed_deficit_distance_m,safety_correction_count,action_saturation_count,max_abs_jerk_mps3
oldC_ample_prepare_i2,oldC,,ample,prepare,2,F,1.1544896481720752,32,32,2.500000000000002
oldC_ample_prepare_i2,oldC,,ample,prepare,2,B,35.927642909663525,67,67,2.5
oldC_collaborative_none_i1,oldC,,collaborative,none,1,M,0.0,14,14,2.5
oldC_collaborative_none_i1,oldC,,collaborative,none,1,R,0.8666238344187612,8,8,2.5
oldC_collaborative_none_i1,oldC,,collaborative,none,1,F,0.0,0,0,0.0
oldC_collaborative_none_i1,oldC,,collaborative,none,1,B,0.0,2,2,2.5
oldC_collaborative_prepare_i1,oldC,,collaborative,prepare,1,M,0.0,15,15,2.5
oldC_collaborative_prepare_i1,oldC,,collaborative,prepare,1,R,2.1066076224804804,7,7,2.5
oldC_collaborative_prepare_i1,oldC,,collaborative,prepare,1,F,1.2972109757490824,29,29,2.5
oldC_collaborative_prepare_i1,oldC,,collaborative,prepare,1,B,0.0038316002384188863,2,2,2.5
oldC_collaborative_prepare_i2,oldC,,collaborative,prepare,2,M,1.2364682450804592,50,50,2.5000000000000004
oldC_collaborative_prepare_i2,oldC,,collaborative,prepare,2,R,5.057337061139591,34,34,2.5
oldC_collaborative_prepare_i2,oldC,,collaborative,prepare,2,F,1.2972109757490824,29,29,2.5
oldC_collaborative_prepare_i2,oldC,,collaborative,prepare,2,B,1.7683597134651667,1,1,2.5
oldC_short_window_none_i0,oldC,,short_window,none,0,M,8.740532182093217,64,64,2.5
oldC_short_window_none_i0,oldC,,short_window,none,0,R,9.246803540430996,50,50,2.5
oldC_short_window_none_i0,oldC,,short_window,none,0,F,0.0,0,0,0.0
oldC_short_window_none_i0,oldC,,short_window,none,0,B,6.287696292227394,2,2,2.5
oldC_short_window_none_i1,oldC,,short_window,none,1,M,4.292987155462986,45,45,2.5
oldC_short_window_none_i1,oldC,,short_window,none,1,R,9.468939794851693,56,56,2.5
oldC_short_window_none_i1,oldC,,short_window,none,1,F,0.0,0,0,0.0
oldC_short_window_none_i1,oldC,,short_window,none,1,B,6.49384800047491,2,2,2.5
oldC_short_window_none_i2,oldC,,short_window,none,2,M,10.750715349319758,75,75,2.5000000000000044
oldC_short_window_none_i2,oldC,,short_window,none,2,R,11.919073736261458,41,41,2.5
oldC_short_window_none_i2,oldC,,short_window,none,2,F,0.0,0,0,0.0
oldC_short_window_none_i2,oldC,,short_window,none,2,B,8.565177564982665,2,2,2.5
oldC_short_window_prepare_i0,oldC,,short_window,prepare,0,M,199.7791064908485,301,76,68.70469069274363
oldC_short_window_prepare_i0,oldC,,short_window,prepare,0,R,194.49606481109385,265,85,54.451350921631736
oldC_short_window_prepare_i0,oldC,,short_window,prepare,0,F,1.2972109757490824,29,29,2.5
oldC_short_window_prepare_i0,oldC,,short_window,prepare,0,B,191.95811866431904,257,30,41.37414783816045
oldC_short_window_prepare_i1,oldC,,short_window,prepare,1,M,5.985320708544632,48,48,2.5
oldC_short_window_prepare_i1,oldC,,short_window,prepare,1,R,11.528820830330023,65,62,2.5
oldC_short_window_prepare_i1,oldC,,short_window,prepare,1,F,1.2972109757490824,29,29,2.5
oldC_short_window_prepare_i1,oldC,,short_window,prepare,1,B,8.887725218774152,2,2,2.5
oldC_short_window_prepare_i2,oldC,,short_window,prepare,2,M,13.361986952669255,85,82,2.5
oldC_short_window_prepare_i2,oldC,,short_window,prepare,2,R,13.830881301340268,50,50,2.5
oldC_short_window_prepare_i2,oldC,,short_window,prepare,2,F,1.2972109757490824,29,29,2.5
oldC_short_window_prepare_i2,oldC,,short_window,prepare,2,B,10.886391822505198,2,2,2.5
