run_id,method,ablation,scenario,disturbance,init_variant,stage,speed_deficit_distance_m
S2_ample_none_i0_no_feedback,S2,no_feedback,ample,none,0,handoff,1.5066332212127094
S2_ample_none_i0_no_feedback,S2,no_feedback,ample,none,0,normal_follow,3.9984971059155643
S2_ample_none_i0_no_feedback,S2,no_feedback,ample,none,0,failure_handling,0
S2_collaborative_none_i0_fixed_W,S2,fixed_W,collaborative,none,0,prepare,0.8374840604043945
S2_collaborative_none_i0_fixed_W,S2,fixed_W,collaborative,none,0,execute,13.632120767725961
S2_collaborative_none_i0_fixed_W,S2,fixed_W,collaborative,none,0,handoff,9.916046741863253
S2_collaborative_none_i0_fixed_W,S2,fixed_W,collaborative,none,0,normal_follow,28.394690567000346
S2_collaborative_none_i0_fixed_W,S2,fixed_W,collaborative,none,0,failure_handling,0
S2_ample_none_i0_fixed_W,S2,fixed_W,ample,none,0,prepare,0.04835366789780249
S2_ample_none_i0_fixed_W,S2,fixed_W,ample,none,0,execute,0.9272906681504818
S2_ample_none_i0_fixed_W,S2,fixed_W,ample,none,0,handoff,0.45154064888933587
S2_ample_none_i0_fixed_W,S2,fixed_W,ample,none,0,normal_follow,2.939116829813445
S2_ample_none_i0_fixed_W,S2,fixed_W,ample,none,0,failure_handling,0
S3_collaborative_none_i0_symmetric_K,S3,symmetric_K,collaborative,none,0,prepare,0.8913213053952916
S3_collaborative_none_i0_symmetric_K,S3,symmetric_K,collaborative,none,0,execute,14.691252023250435
S3_collaborative_none_i0_symmetric_K,S3,symmetric_K,collaborative,none,0,handoff,10.518815273183002
S3_collaborative_none_i0_symmetric_K,S3,symmetric_K,collaborative,none,0,normal_follow,31.85416343076463
S3_collaborative_none_i0_symmetric_K,S3,symmetric_K,collaborative,none,0,failure_handling,0
S3_ample_none_i0_symmetric_K,S3,symmetric_K,ample,none,0,prepare,0.07364766826615554
S3_ample_none_i0_symmetric_K,S3,symmetric_K,ample,none,0,execute,1.1906139566972351
S3_ample_none_i0_symmetric_K,S3,symmetric_K,ample,none,0,handoff,0.5755996377093581
S3_ample_none_i0_symmetric_K,S3,symmetric_K,ample,none,0,normal_follow,3.167233179873537
S3_ample_none_i0_symmetric_K,S3,symmetric_K,ample,none,0,failure_handling,0
