run_id,method,ablation,scenario,disturbance,init_variant,outcome,success,geometry_completed,merge_start_time_s,completion_time_s,planner_first_time_s,planner_first_valid_time_s,planner_replans,planner_mean_compute_time_s,planner_p95_compute_time_s,planner_max_compute_time_s,planner_candidate_count,planner_total_candidate_count,planner_decision_count,planner_predicted_completion_s_m,planner_predicted_completion_t_s,planner_predicted_min_h_m,speed_deficit_prepare_m,speed_deficit_execute_m,speed_deficit_handoff_m,speed_deficit_normal_follow_m,speed_deficit_failure_handling_m,total_speed_deficit_distance_m,total_effort_integral_m2_s3,max_abs_jerk_mps3,safety_correction_count,action_saturation_count,empty_action_steps,handoff_duration_s,handoff_min_h_MR_m,completion_relative_v_MR_mps,completion_relative_a_MR_mps2,completion_rear_braking_demand_mps2,recovery_time_s,compute_time_s,mission_valid,full_window_valid,error
S2_collaborative_none_i0_no_partner,S2,no_partner,collaborative,none,0,completed,1,1,1.5000000000000002,4.5,0.0,0.0,9,0.12834992220935723,0.20769447998609392,0.22272479999810457,17.555555555555557,158,9,156.15827627619285,4.5,3.0866189866599045,0.7512183221912916,11.932025726203761,8.853612500757565,35.09847139117106,0,56.63532794032368,21.12314022193934,2.5,0,1,0,1.0,3.1913652659844427,-0.478679960174512,-0.9705785648289194,0.4911951302247439,1.0,1.3307907999842428,1,1,
S2_ample_none_i0_no_partner,S2,no_partner,ample,none,0,completed,1,1,1.5000000000000002,4.5,0.0,0.0,9,0.13918957777787,0.21935336001915856,0.24349980003898963,17.555555555555557,158,9,163.94930928022262,4.5,3.9174557130763557,0.0,0.0,0.013142247384420536,2.196996216765408,0,2.2101384641498285,3.6039626456355505,2.5,0,5,0,1.0,5.405377199653877,0.16985296782112158,-0.8411119875982591,0.0,1.0,1.4401945000281557,1,1,
S2_collaborative_none_i0_no_feedback,S2,no_feedback,collaborative,none,0,completed,1,1,1.5000000000000002,4.5,0.0,0.0,9,0.11547298889814152,0.19977248001378028,0.22312580002471805,17.555555555555557,158,9,156.81079240180816,4.5,2.579482644381816,0.9952249269005776,18.041391938125336,13.206474799779192,47.33197699959885,0,79.57506866440396,33.88114199919899,2.5,0,1,0,1.0,10.899723884492676,2.8586908019798063,-0.05184297027838847,1.2657241905733265,1.0,1.19545639998978,1,1,
S2_ample_none_i0_no_feedback,S2,no_feedback,ample,none,0,completed,1,1,1.5000000000000002,4.5,0.0,0.0,9,0.12106445555238882,0.19494820000836624,0.21513740002410486,17.555555555555557,158,9,164.55401149071778,4.5,1.6469652329087658,0.15707073632152557,2.3845279625283173,1.5066332212127094,3.9984971059155643,0,8.046729025978117,4.7001893106204236,2.500000000000002,0,5,0,1.0,10.132866244503205,2.5233655448426227,-0.1155168203527942,0.2917171106933536,1.0,1.2453244000207633,1,1,
S2_collaborative_none_i0_fixed_W,S2,fixed_W,collaborative,none,0,completed,1,1,1.5000000000000002,4.5,0.0,0.0,9,0.11149203332994755,0.17550989998271688,0.2018949000048451,17.555555555555557,158,9,156.74774755943358,4.5,2.540110951093813,0.8374840604043945,13.632120767725961,9.916046741863253,28.394690567000346,0,52.78034213699396,22.763861765885753,2.5,0,1,0,1.0,7.428611418470286,1.5006048294264964,-0.25530763675110624,0.9035964301786834,1.0,1.1650818000198342,1,1,
S2_ample_none_i0_fixed_W,S2,fixed_W,ample,none,0,completed,1,1,1.5000000000000002,4.5,0.0,0.0,9,0.12124995556142595,0.19350243998924269,0.22189019998768345,17.555555555555557,158,9,164.66523516102308,4.5,1.1832843870846244,0.04835366789780249,0.9272906681504818,0.45154064888933587,2.939116829813445,0,4.366301814751065,3.9755673865347863,2.5,0,5,0,1.0,8.593634695044983,1.9457962874870383,-0.21272073216789178,0.1071095031652402,1.0,1.2499779999488965,1,1,
S3_collaborative_none_i0_symmetric_K,S3,symmetric_K,collaborative,none,0,completed,1,1,1.5000000000000002,4.5,0.0,0.0,9,0.11892777778363477,0.19801010000519453,0.20482470002025366,17.555555555555557,158,9,157.2284241833711,4.5,2.04850848886484,0.8913213053952916,14.691252023250435,10.518815273183002,31.85416343076463,0,57.95555203259336,24.46753112875444,2.5,0,1,0,1.0,9.244870853310744,2.3662986916766435,-0.0954730177097618,0.9833654789234965,1.0,1.2391775000141934,1,1,
S3_ample_none_i0_symmetric_K,S3,symmetric_K,ample,none,0,completed,1,1,1.5000000000000002,4.5,0.0,0.0,9,0.12232118889611836,0.1925414800061844,0.21328620001440868,17.555555555555557,158,9,164.8221269039056,4.5,0.8111048442827293,0.07364766826615554,1.1906139566972351,0.5755996377093581,3.167233179873537,0,5.007094442546285,4.3878322760956685,2.5,0,5,0,1.0,9.185840102940862,2.1910076625366983,-0.17191853913532873,0.12740490525608184,1.0,1.2812195000005886,1,1,
