run_id,t_s,event,decision,valid_plan,reason,candidate_count,decision_seconds,action,start_s,completion_s,completion_s_m,completion_t_s,predicted_min_h_m,predicted_min_net_m,execution_margin_mps2,raw_gradient_M,raw_gradient_R,gradient_M,gradient_R,partner_M,partner_R,feedback_M,feedback_R,raw_K_MR,raw_K_RM,raw_W,K_MR,K_RM,W,z_M,z_R,delta_z_M,delta_z_R,base_z_M,base_z_R,proposal_z_M,proposal_z_R,accepted_z_M,accepted_z_R,state_update_accepted,proposal_valid,partner_enabled,feedback_enabled,coupling_ablation,phase
P_collaborative_prepare_i0,0.5,plan_generated,1,1,,7,0.18018450000090525,hold_and_refine,1.5,156.74065624999983,156.74065624999983,4.5,0.06106249999999758,7.958124999999993,1.4628821117287067,2.5732366852753485,-1.0170798895860147,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.7352594219529154,0.0,0.0,0.0,0.6166666666666666,0.2833333333333333,-0.050000000000000044,0.0,0.6666666666666666,0.2833333333333333,0.6666666666666666,0.2833333333333333,0.6166666666666666,0.2833333333333333,1,1,0,0,,PREPARE
P_collaborative_prepare_i0,1.0,plan_generated,1,1,,7,0.14965139998821542,hold_and_refine,1.5,156.74065624999983,156.74065624999983,4.5,0.017093750000006125,7.939968750000003,1.4628821117287067,2.0463629140436783,2.15706324861662,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.7746013696589711,0.0,0.0,0.0,0.6166666666666666,0.23333333333333334,0.0,-0.04999999999999999,0.6166666666666666,0.2833333333333333,0.6166666666666666,0.2833333333333333,0.6166666666666666,0.23333333333333334,1,1,0,0,,PREPARE
P_collaborative_prepare_i0,1.5,plan_generated,1,1,,7,0.141799200035166,hold_and_refine,1.5,157.41193749999988,157.41193749999988,4.5,0.017093750000006125,7.939968750000003,1.5052115421499432,1.8806182336815152,1.475338425588051,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.7732096494802632,0.0,0.0,0.0,0.5666666666666665,0.23333333333333334,-0.050000000000000044,0.0,0.6166666666666666,0.23333333333333334,0.6166666666666666,0.23333333333333334,0.5666666666666665,0.23333333333333334,1,1,0,0,,EXECUTE
P_collaborative_prepare_i0,2.0,plan_generated,1,1,,7,0.11955160001525655,hold_and_refine,1.5,157.41193749999988,157.41193749999988,4.5,0.018708182892046565,8.20801642292501,1.5052169844624241,-58.59536984767772,1.1439502966681705,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.724677213461042,0.0,0.0,0.0,0.5666666666666665,0.18333333333333335,0.0,-0.04999999999999999,0.5666666666666665,0.23333333333333334,0.5666666666666665,0.23333333333333334,0.5666666666666665,0.18333333333333335,1,1,0,0,,EXECUTE
P_collaborative_prepare_i0,2.5,plan_generated,1,1,,7,0.10194269998464733,hold_and_refine,1.5,157.70065008481905,157.70065008481905,4.5,0.0027978751227806242,8.106008279698852,1.5407952598596046,1.1490353040949197,0.7365289706800416,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.6834292926122849,0.0,0.0,0.0,0.5166666666666665,0.18333333333333335,-0.050000000000000044,0.0,0.5666666666666665,0.18333333333333335,0.5666666666666665,0.18333333333333335,0.5166666666666665,0.18333333333333335,1,1,0,0,,EXECUTE
P_collaborative_prepare_i0,3.0,plan_generated,1,1,,7,0.08548760000849143,hold_and_refine,1.5,157.86755633481897,157.86755633481897,4.5,0.2491678626697036,8.157560215458584,1.5672675967703122,0.815721497790076,0.46248122160727945,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.6419415307597488,0.0,0.0,0.0,0.4666666666666665,0.18333333333333335,-0.04999999999999999,0.0,0.5166666666666665,0.18333333333333335,0.5166666666666665,0.18333333333333335,0.4666666666666665,0.18333333333333335,1,1,0,0,,EXECUTE
P_collaborative_prepare_i0,3.5,plan_generated,1,1,,7,0.06018319999566302,hold_and_refine,1.5,157.94133758481897,157.94133758481897,4.499999999999999,1.0512011577499614,8.71455950368168,1.5914223709327955,0.5150198640248705,0.28398164592763014,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.5911185779381065,0.0,0.0,0.0,0.4166666666666665,0.18333333333333335,-0.04999999999999999,0.0,0.4666666666666665,0.18333333333333335,0.4666666666666665,0.18333333333333335,0.4166666666666665,0.18333333333333335,1,1,0,0,,EXECUTE
P_collaborative_prepare_i0,4.0,plan_generated,1,1,,7,0.06620549998478964,hold_and_refine,1.5,157.95949383481894,157.95949383481894,4.499999999999997,2.266510611563425,9.711043334311153,1.6026088146454573,0.2910588969103279,0.13750536279589778,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.5386269890314683,0.0,0.0,0.0,0.36666666666666653,0.18333333333333335,-0.04999999999999999,0.0,0.4166666666666665,0.18333333333333335,0.4166666666666665,0.18333333333333335,0.36666666666666653,0.18333333333333335,1,1,0,0,,EXECUTE
P_collaborative_none_i2,0.0,plan_generated,1,1,,102,0.25632230000337586,new_joint_plan,2.0,161.0562499999998,161.0562499999998,5.0,0.0062500000002625455,7.671843749999991,1.375,-127.07034715465585,3.9240314557750997,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.5936371930361336,0.0,0.0,0.0,0.6666666666666666,0.2833333333333333,0.0,-0.04999999999999999,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.2833333333333333,1,1,0,0,,PREPARE
P_collaborative_none_i2,0.5,plan_generated,1,1,,7,0.21908240002812818,hold_and_refine,2.0,161.0562499999998,161.0562499999998,5.0,0.0062500000002625455,7.671843749999991,1.375,-126.6010208055097,-0.531098111326438,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.6172775259199641,0.0,0.0,0.0,0.6666666666666666,0.2833333333333333,0.0,0.0,0.6666666666666666,0.2833333333333333,0.6666666666666666,0.2833333333333333,0.6666666666666666,0.2833333333333333,1,1,0,0,,PREPARE
