run_id,method,ablation,scenario,disturbance,init_variant,outcome,success,task_phase,failure_type,merge_start_time_s,completion_time_s,physical_target_gap_m,physical_gap_floor_m,min_net_gap_m,hard_violation_count,road_violation_count,safety_recheck_violation_count,safety_correction_count,action_saturation_count,safety_correction_abs_mean_mps2,max_abs_jerk_mps3,mean_abs_jerk_mps3,compute_time_s,pair_gain_total_error_max_s-1,space_feedback_abs_mean_s-1,partner_feedback_abs_mean_s-1,effective_q_delta_abs_mean_s-1,q_saturation_fraction,space_feedback_prepare_mean_s-1,space_feedback_execute_mean_s-1,space_feedback_failure_handling_mean_s-1,mean_spatial_reference_offset_m,K_MR_mean_s-1,K_RM_mean_s-1,total_speed_deficit_distance_m,total_speed_deficit_integral_m_s,total_effort_integral_m2_s3
D_ample_prepare_i2,D,,ample,prepare,2,completed,1,SUCCESS_RELEASE,,1.7000000000000002,4.7,27.2,21.400000000000002,4.051788030542025,0,0,75,77,205,4.92205997554046,2.5000000000000044,0.6433631048026713,0.16357780003454536,0.0,0.15166990565697772,0.00048337637696896417,0.06276130900513005,0.14375,0.007686939525635448,0.012885033143580067,0.0,0.3310893405400509,0.04218655676792612,0.05737730616042279,92.7650557644787,92.7650557644787,119.40050527309417
D_ample_prepare_i2_symmetric_k,D,symmetric_k,ample,prepare,2,completed,1,SUCCESS_RELEASE,,1.7000000000000002,4.7,27.2,21.400000000000002,4.035892819748551,0,0,75,76,204,4.939394002091731,2.500000000000002,0.6433432390695927,0.1615427999640815,0.0,0.1516572464409625,0.0004837011755873512,0.06273728595518242,0.14375,0.00768778948375192,0.0128752028212574,0.0,0.33114807885737935,0.04978193146417444,0.04978193146417444,92.77945406370067,92.77945406370067,119.41664205419738
C_collaborative_none_i0,C,,collaborative,none,0,missed_window,0,FAILURE_HANDLING,missed_window,,,21.400000000000002,21.400000000000002,16.423928263043944,0,0,0,0,21,0.0,2.5,0.07810568815435462,0.297205800015945,0.0,0.005641690674476538,0.0005365278944658409,0.06311480715378706,0.15,0.007732654349678319,0.0,0.005512031805769834,0.1660056975734559,0.050841121495327095,0.050841121495327095,0.850080269829598,0.850080269829598,3.5566863628492533
C_collaborative_none_i0_no_space,C,no_space,collaborative,none,0,missed_window,0,FAILURE_HANDLING,missed_window,,,21.400000000000002,21.400000000000002,16.423932643082207,0,0,0,0,21,0.0,2.5,0.07708175222959641,0.28862569999182597,0.0,0.0,0.0004886491448059972,0.06303527822925634,0.15,0.0016288304826866577,0.0,0.0,0.16737815490392133,0.050841121495327095,0.050841121495327095,0.8398068560381177,0.8398068560381177,3.5311652075859072
C_collaborative_none_i0_no_W,C,no_W,collaborative,none,0,missed_window,0,FAILURE_HANDLING,missed_window,,,21.400000000000002,21.400000000000002,16.42392344962327,0,0,0,0,21,0.0,2.500000000000002,0.07901078507032133,0.3455459999968298,0.0,0.005685387906838905,0.0,0.06362904714310462,0.15,0.00596242956936503,0.0,0.005566655765756281,0.16525021772724147,0.050841121495327095,0.050841121495327095,0.8559222848371133,0.8559222848371133,3.574856651759451
C_collaborative_none_i0_no_partner,C,no_partner,collaborative,none,0,missed_window,0,FAILURE_HANDLING,missed_window,,,21.400000000000002,21.400000000000002,16.42392344962327,0,0,0,0,21,0.0,2.500000000000002,0.07901078507032133,0.31735199998365715,0.0,0.005685387906838905,0.0,0.06362904714310462,0.15,0.00596242956936503,0.0,0.005566655765756281,0.16525021772724147,0.050841121495327095,0.050841121495327095,0.8559222848371133,0.8559222848371133,3.574856651759451
D_collaborative_none_i0,D,,collaborative,none,0,missed_window,0,FAILURE_HANDLING,missed_window,,,21.400000000000002,21.400000000000002,16.42392869823335,0,0,0,0,21,0.0,2.500000000000001,0.0782061634322407,0.37357280001742765,0.0,0.005645870803603225,0.0005357400485978478,0.0631607496944533,0.15,0.007732321646685083,0.0,0.005517020511707925,0.16594603313335526,0.044289538121894775,0.05739270486875943,0.8505727113213827,0.8505727113213827,3.5583675986622345
D_collaborative_none_i0_symmetric_k,D,symmetric_k,collaborative,none,0,missed_window,0,FAILURE_HANDLING,missed_window,,,21.400000000000002,21.400000000000002,16.423928263043944,0,0,0,0,21,0.0,2.5,0.07810568815435462,0.3425118000013754,0.0,0.005641690674476538,0.0005365278944658409,0.06311480715378706,0.15,0.007732654349678319,0.0,0.005512031805769834,0.1660056975734559,0.050841121495327095,0.050841121495327095,0.850080269829598,0.850080269829598,3.5566863628492533
C_collaborative_prepare_i1,C,,collaborative,prepare,1,missed_window,0,FAILURE_HANDLING,missed_window,,,21.400000000000002,21.400000000000002,16.273655206850048,0,0,0,0,58,0.0,2.5,0.2064921397890392,0.3536675000214018,0.0,0.012102149447019659,0.0005864524757409762,0.06270044804251049,0.153125,0.01369159466206208,0.0,0.012245839362168104,0.29850880475410707,0.05190031152647974,0.05190031152647974,3.2163253033528583,3.2163253033528583,6.469385582049569
C_collaborative_prepare_i1_no_space,C,no_space,collaborative,prepare,1,missed_window,0,FAILURE_HANDLING,missed_window,,,21.400000000000002,21.400000000000002,16.273728852052,0,0,0,0,60,0.0,2.5,0.20806820163785633,0.32407779997447506,0.0,0.0,0.0005491654192386685,0.06304358657349853,0.153125,0.0018116797335708651,0.0,0.0,0.2945980956786881,0.05137071651090342,0.05137071651090342,3.19641751235813,3.19641751235813,6.6446305331823075
