run_id,t_s,method,ablation,scenario,disturbance,init_variant,vehicle,s_m,y_m,v_mps,a_mps2,q,qdot_nominal_s-1,qdot_base_s-1,qdot_space_s-1,qdot_partner_s-1,qdot_clipped_s-1,K_to_partner_s-1,W_to_partner,z_self,z_other,g_FR_m,target_gap_physical_m,target_gap_process_m,gap_error_m,lower_m,upper_m,interval_width_m,s_ref_m,s_ref_dot_mps,s_ref_ddot_mps2,reference_kind,target_time_s,merge_progress,task_phase,a_nom_mps2,a_safety_target_mps2,a_actual_mps2,jerk_mps3,nominal_actual_difference_mps2,safety_correction_mps2,safety_correction_applied,action_saturation_applied,action_correction_reason,F_disturbance_mps2,final_state
A_ample_none_i0,1.8,A,,ample,none,0,B,70.77491913562632,0.0,18.387173422346883,0.14959262925649858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.332313385056747,30.2,30.2,0.13231338505674728,110.92903276498933,118.8003942726099,7.871361507620577,,,,slot_midpoint,,0.0,EXECUTE,0.14496013473857014,0.14496013473857014,0.14496013473857014,-0.09264989035856874,0.0,0.0,0,0,,0.0,
A_ample_none_i0,1.85,A,,ample,none,0,M,113.75210178702898,2.8200000000000003,20.746955903402736,-0.9427233766001584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.325938498136704,30.2,30.2,0.12593849813670488,111.83960549707476,119.72229118054003,7.882685683465269,115.78094833880739,18.322666003967953,0.0,slot_midpoint,,0.21666666666666665,EXECUTE,-0.9473623017162658,-0.9473623017162658,-0.9473623017162658,-0.09277850232214835,0.0,0.0,0,0,,0.0,
A_ample_none_i0,1.85,A,,ample,none,0,R,98.65778724859429,0.0,18.233766424229916,-0.0686516385271841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.325938498136704,30.2,30.2,0.12593849813670488,111.83960549707476,119.72229118054003,7.882685683465269,115.78094833880739,18.322666003967953,0.0,slot_midpoint,,0.0,EXECUTE,-0.07271300966932046,-0.07271300966932046,-0.07271300966932046,-0.08122742284272705,0.0,0.0,0,0,,0.0,
A_ample_none_i0,1.85,A,,ample,none,0,F,133.783725746731,0.0,18.105640475380447,-0.09378005647350349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.325938498136704,30.2,30.2,0.12593849813670488,111.83960549707476,119.72229118054003,7.882685683465269,,,,slot_midpoint,,0.0,EXECUTE,-0.0897944040733801,-0.0897944040733801,-0.0897944040733801,0.0797130480024677,0.0,0.0,0,0,,0.0,
A_ample_none_i0,1.85,A,,ample,none,0,B,71.6944590069121,0.0,18.394421429083813,0.14496013473857014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.325938498136704,30.2,30.2,0.12593849813670488,111.83960549707476,119.72229118054003,7.882685683465269,,,,slot_midpoint,,0.0,EXECUTE,0.14034235878473894,0.14034235878473894,0.14034235878473894,-0.09235551907662398,0.0,0.0,0,0,,0.0,
A_ample_none_i0,1.9,A,,ample,none,0,M,114.78826537932197,2.7600000000000002,20.699587788316922,-0.9473623017162658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.319510848951207,30.2,30.2,0.119510848951208,112.74993044935495,120.64403980158397,7.894109352229023,116.69698512546947,18.318704390569827,0.0,slot_midpoint,,0.2333333333333333,EXECUTE,-0.9513501021113824,-0.9513501021113824,-0.9513501021113824,-0.07975600790233184,0.0,0.0,0,0,,0.0,
A_ample_none_i0,1.9,A,,ample,none,0,R,99.5693846785437,0.0,18.23013077374645,-0.07271300966932046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.319510848951207,30.2,30.2,0.119510848951208,112.74993044935495,120.64403980158397,7.894109352229023,116.69698512546947,18.318704390569827,0.0,slot_midpoint,,0.0,EXECUTE,-0.07639524503114017,-0.07639524503114017,-0.07639524503114017,-0.07364470723639438,0.0,0.0,0,0,,0.0,
A_ample_none_i0,1.9,A,,ample,none,0,F,134.6888955274949,0.0,18.10115075517678,-0.0897944040733801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.319510848951207,30.2,30.2,0.119510848951208,112.74993044935495,120.64403980158397,7.894109352229023,,,,slot_midpoint,,0.0,EXECUTE,-0.08597814190026173,-0.08597814190026173,-0.08597814190026173,0.07632524346236735,0.0,0.0,0,0,,0.0,
A_ample_none_i0,1.9,A,,ample,none,0,B,72.61435550631477,0.0,18.40143854702305,0.14034235878473894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.319510848951207,30.2,30.2,0.119510848951208,112.74993044935495,120.64403980158397,7.894109352229023,,,,slot_midpoint,,0.0,EXECUTE,0.13574420217800232,0.13574420217800232,0.13574420217800232,-0.0919631321347325,0.0,0.0,0,0,,0.0,
A_ample_none_i0,1.95,A,,ample,none,0,M,115.82205558111018,2.7,20.652020283211353,-0.9513501021113824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.313049869401635,30.2,30.2,0.1130498694016353,113.66000457719795,121.56563849345238,7.9056339162544305,117.61282153532517,18.31469852977737,0.0,slot_midpoint,,0.24999999999999997,EXECUTE,-0.9547015635066423,-0.9547015635066423,-0.9547015635066423,-0.06702922790519761,0.0,0.0,0,0,,0.0,
A_ample_none_i0,1.95,A,,ample,none,0,R,100.48079572317474,0.0,18.226311011494893,-0.07639524503114017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.313049869401635,30.2,30.2,0.1130498694016353,113.66000457719795,121.56563849345238,7.9056339162544305,117.61282153532517,18.31469852977737,0.0,slot_midpoint,,0.0,EXECUTE,-0.07971722087640941,-0.07971722087640941,-0.07971722087640941,-0.06643951690538469,0.0,0.0,0,0,,0.0,
A_ample_none_i0,1.95,A,,ample,none,0,F,135.59384559257637,0.0,18.096851848081766,-0.08597814190026173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.313049869401635,30.2,30.2,0.1130498694016353,113.66000457719795,121.56563849345238,7.9056339162544305,,,,slot_midpoint,,0.0,EXECUTE,-0.08232407086950086,-0.08232407086950086,-0.08232407086950086,0.0730814206152175,0.0,0.0,0,0,,0.0,
A_ample_none_i0,1.95,A,,ample,none,0,B,73.53459711391865,0.0,18.40822575713195,0.13574420217800232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.313049869401635,30.2,30.2,0.1130498694016353,113.66000457719795,121.56563849345238,7.9056339162544305,,,,slot_midpoint,,0.0,EXECUTE,0.13117034459403162,0.13117034459403162,0.13117034459403162,-0.09147715167941384,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.0,A,,ample,none,0,M,116.85346321831635,2.64,20.60428520503602,-0.9547015635066423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.306573652668487,30.2,30.2,0.10657365266848728,114.56982542988126,122.48708545812926,7.917260028247995,118.52845544400526,18.310652657454973,0.0,slot_midpoint,,0.26666666666666666,EXECUTE,-0.957431472126401,-0.957431472126401,-0.957431472126401,-0.05459817239517495,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.0,A,,ample,none,0,R,101.39201162722338,0.0,18.222325150451073,-0.07971722087640941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.306573652668487,30.2,30.2,0.10657365266848728,114.56982542988126,122.48708545812926,7.917260028247995,118.52845544400526,18.310652657454973,0.0,slot_midpoint,,0.0,EXECUTE,-0.08269709873864685,-0.08269709873864685,-0.08269709873864685,-0.0595975572447488,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.0,A,,ample,none,0,F,136.49858527989187,0.0,18.09273564453829,-0.08232407086950086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.306573652668487,30.2,30.2,0.10657365266848728,114.56982542988126,122.48708545812926,7.917260028247995,,,,slot_midpoint,,0.0,EXECUTE,-0.07882529785754695,-0.07882529785754695,-0.07882529785754695,0.06997546023907814,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.0,A,,ample,none,0,B,74.45517236470599,0.0,18.414784274361654,0.13117034459403162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.306573652668487,30.2,30.2,0.10657365266848728,114.56982542988126,122.48708545812926,7.917260028247995,,,,slot_midpoint,,0.0,EXECUTE,0.12662524830154978,0.12662524830154978,0.12662524830154978,-0.09090192584963686,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.05,A,,ample,none,0,M,117.88248068922799,2.58,20.556413631429702,-0.957431472126401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.30009901712395,30.2,30.2,0.1000990171239522,115.47939111680245,123.40837875949606,7.928987642693613,119.44388493814925,18.306570852922633,0.0,slot_midpoint,,0.2833333333333333,EXECUTE,-0.9595546048739259,-0.9595546048739259,-0.9595546048739259,-0.04246265495049695,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.05,A,,ample,none,0,R,102.3030245133725,0.0,18.21819029551414,-0.08269709873864685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.30009901712395,30.2,30.2,0.1000990171239522,115.47939111680245,123.40837875949606,7.928987642693613,119.44388493814925,18.306570852922633,0.0,slot_midpoint,,0.0,EXECUTE,-0.08535234833418698,-0.08535234833418698,-0.08535234833418698,-0.05310499191080259,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.05,A,,ample,none,0,F,137.40312353049646,0.0,18.088794379645414,-0.07882529785754695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.30009901712395,30.2,30.2,0.1000990171239522,115.47939111680245,123.40837875949606,7.928987642693613,,,,slot_midpoint,,0.0,EXECUTE,-0.07547522269860174,-0.07547522269860174,-0.07547522269860174,0.06700150317890424,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.05,A,,ample,none,0,B,75.37606985998444,0.0,18.421115536776732,0.12662524830154978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.30009901712395,30.2,30.2,0.1000990171239522,115.47939111680245,123.40837875949606,7.928987642693613,,,,slot_midpoint,,0.0,EXECUTE,0.12211316153802178,0.12211316153802178,0.12211316153802178,-0.09024173527056006,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.1,A,,ample,none,0,M,118.90910192754338,2.52,20.508435901186004,-0.9595546048739259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.29364156773755,30.2,30.2,0.09364156773754928,116.3887002750469,124.32951634003524,7.94081606498834,120.35910830754108,18.302457043198412,0.0,slot_midpoint,,0.3,EXECUTE,-0.9610857197931295,-0.9610857197931295,-0.9610857197931295,-0.030622298384073154,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.1,A,,ample,none,0,R,103.2138273377128,0.0,18.213922678097433,-0.08535234833418698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.29364156773755,30.2,30.2,0.09364156773754928,116.3887002750469,124.32951634003524,7.94081606498834,120.35910830754108,18.302457043198412,0.0,slot_midpoint,,0.0,EXECUTE,-0.08769976978242838,-0.08769976978242838,-0.08769976978242838,-0.04694842896482809,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.1,A,,ample,none,0,F,138.30746890545035,0.0,18.085020618510484,-0.07547522269860174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.29364156773755,30.2,30.2,0.09364156773754928,116.3887002750469,124.32951634003524,7.94081606498834,,,,slot_midpoint,,0.0,EXECUTE,-0.07226752573391124,-0.07226752573391124,-0.07226752573391124,0.06415393929381008,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.1,A,,ample,none,0,B,76.2972782782752,0.0,18.427221194853633,0.12211316153802178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.29364156773755,30.2,30.2,0.09364156773754928,116.3887002750469,124.32951634003524,7.94081606498834,,,,slot_midpoint,,0.0,EXECUTE,0.11763812165147508,0.11763812165147508,0.11763812165147508,-0.08950079773093395,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.15,A,,ample,none,0,M,119.93332236545294,2.46,20.460381615196347,-0.9610857197931295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.28721575506327,30.2,30.2,0.08721575506326928,117.29775203826836,125.25049603664999,7.952743998381635,121.27412403745917,18.298315007167922,0.0,slot_midpoint,,0.31666666666666665,EXECUTE,-0.9620395468154961,-0.9620395468154961,-0.9620395468154961,-0.019076540447331425,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.15,A,,ample,none,0,R,104.12441384690545,0.0,18.20953768960831,-0.08769976978242838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.28721575506327,30.2,30.2,0.08721575506326928,117.29775203826836,125.25049603664999,7.952743998381635,121.27412403745917,18.298315007167922,0.0,slot_midpoint,,0.0,EXECUTE,-0.08975551515668244,-0.08975551515668244,-0.08975551515668244,-0.04111490748508112,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.15,A,,ample,none,0,F,139.21162960196872,0.0,18.08140724222379,-0.07226752573391124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.28721575506327,30.2,30.2,0.08721575506326928,117.29775203826836,125.25049603664999,7.952743998381635,,,,slot_midpoint,,0.0,EXECUTE,-0.06919615589022143,-0.06919615589022143,-0.06919615589022143,0.06142739687379606,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.15,A,,ample,none,0,B,77.21878638566994,0.0,18.433103100936208,0.11763812165147508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.28721575506327,30.2,30.2,0.08721575506326928,117.29775203826836,125.25049603664999,7.952743998381635,,,,slot_midpoint,,0.0,EXECUTE,0.11320395808663915,0.11320395808663915,0.11320395808663915,-0.08868327129671866,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.2,A,,ample,none,0,M,120.95513889677925,2.4000000000000004,20.412279637855573,-0.9620395468154961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.28083493189312,30.2,30.2,0.08083493189312208,118.20654600683959,126.17131559563558,7.964769588795988,122.18893080123757,18.29414837968017,0.0,slot_midpoint,,0.3333333333333333,EXECUTE,-0.9624307787906594,-0.9624307787906594,-0.9624307787906594,-0.007824639503266617,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.2,A,,ample,none,0,R,105.03477853699192,0.0,18.205049913850477,-0.08975551515668244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.28083493189312,30.2,30.2,0.08083493189312208,118.20654600683959,126.17131559563558,7.964769588795988,122.18893080123757,18.29414837968017,0.0,slot_midpoint,,0.0,EXECUTE,-0.09153510938822179,-0.09153510938822179,-0.09153510938822179,-0.03559188463078705,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.2,A,,ample,none,0,F,140.11561346888504,0.0,18.07794743442928,-0.06919615589022143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.28083493189312,30.2,30.2,0.08083493189312208,118.20654600683959,126.17131559563558,7.964769588795988,,,,slot_midpoint,,0.0,EXECUTE,-0.06625531926488808,-0.06625531926488808,-0.06625531926488808,0.058816732506667135,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.2,A,,ample,none,0,B,78.14058304566436,0.0,18.43876329884054,0.11320395808663915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.28083493189312,30.2,30.2,0.08083493189312208,118.20654600683959,126.17131559563558,7.964769588795988,,,,slot_midpoint,,0.0,EXECUTE,0.10881429528207702,0.10881429528207702,0.10881429528207702,-0.08779325609124256,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.25,A,,ample,none,0,M,121.97454984019853,2.34,20.36415809891604,-0.9624307787906594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.274511407659727,30.2,30.2,0.07451140765972752,119.11508221923107,127.09197268683681,7.976890467605742,123.10352745303393,18.28996065556898,0.0,slot_midpoint,,0.35,EXECUTE,-0.9622740627993862,-0.9622740627993862,-0.9622740627993862,0.0031343198254640825,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.25,A,,ample,none,0,R,105.9449166137977,0.0,18.200473158381065,-0.09153510938822179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.274511407659727,30.2,30.2,0.07451140765972752,119.11508221923107,127.09197268683681,7.976890467605742,123.10352745303393,18.28996065556898,0.0,slot_midpoint,,0.0,EXECUTE,-0.09305347054474922,-0.09305347054474922,-0.09305347054474922,-0.030367223130548515,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.25,A,,ample,none,0,F,141.01942802145743,0.0,18.074634668466036,-0.06625531926488808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.274511407659727,30.2,30.2,0.07451140765972752,119.11508221923107,127.09197268683681,7.976890467605742,,,,slot_midpoint,,0.0,EXECUTE,-0.06343946819613056,-0.06343946819613056,-0.06343946819613056,0.05631702137515043,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.25,A,,ample,none,0,B,79.06265722847547,0.0,18.444204013604644,0.10881429528207702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.274511407659727,30.2,30.2,0.07451140765972752,119.11508221923107,127.09197268683681,7.976890467605742,,,,slot_midpoint,,0.0,EXECUTE,0.1044725555346511,0.1044725555346511,0.1044725555346511,-0.08683479494851848,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.3,A,,ample,none,0,M,122.99155490256584,2.2800000000000002,20.31604439577607,-0.9622740627993862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.26825650066692,30.2,30.2,0.06825650066691935,120.0233611245774,128.01246491702386,7.989103792446457,124.01791302080063,18.28575519359959,0.0,slot_midpoint,,0.36666666666666664,EXECUTE,-0.9615839917471887,-0.9615839917471887,-0.9615839917471887,0.013801421043950768,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.3,A,,ample,none,0,R,106.85482395487857,0.0,18.19582048485383,-0.09305347054474922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.26825650066692,30.2,30.2,0.06825650066691935,120.0233611245774,128.01246491702386,7.989103792446457,124.01791302080063,18.28575519359959,0.0,slot_midpoint,,0.0,EXECUTE,-0.09432492950415479,-0.09432492950415479,-0.09432492950415479,-0.02542917918811144,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.3,A,,ample,none,0,F,141.9230804555455,0.0,18.07146269505623,-0.06343946819613056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.26825650066692,30.2,30.2,0.06825650066691935,120.0233611245774,128.01246491702386,7.989103792446457,,,,slot_midpoint,,0.0,EXECUTE,-0.06074329079779534,-0.06074329079779534,-0.06074329079779534,0.05392354796670426,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.3,A,,ample,none,0,B,79.98499801985012,0.0,18.449427641381376,0.1044725555346511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.26825650066692,30.2,30.2,0.06825650066691935,120.0233611245774,128.01246491702386,7.989103792446457,,,,slot_midpoint,,0.0,EXECUTE,0.10018196187831932,0.10018196187831932,0.10018196187831932,-0.08581187312663552,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.35,A,,ample,none,0,M,124.00615514236496,2.22,20.26796519618871,-0.9615839917471887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.2620805882254,30.2,30.2,0.06208058822539897,120.93138355639189,128.93278984251873,8.001406286126837,124.93208669945531,18.281535220340015,0.0,slot_midpoint,,0.3833333333333333,EXECUTE,-0.9603750962366304,-0.9603750962366304,-0.9603750962366304,0.024177910211165,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.35,A,,ample,none,0,R,107.76449707295939,0.0,18.19110423837862,-0.09432492950415479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.2620805882254,30.2,30.2,0.06208058822539897,120.93138355639189,128.93278984251873,8.001406286126837,124.93208669945531,18.281535220340015,0.0,slot_midpoint,,0.0,EXECUTE,-0.09536324904310604,-0.09536324904310604,-0.09536324904310604,-0.02076639077902509,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.35,A,,ample,none,0,F,142.82657766118479,0.0,18.06842553051634,-0.06074329079779534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.2620805882254,30.2,30.2,0.06208058822539897,120.93138355639189,128.93278984251873,8.001406286126837,,,,slot_midpoint,,0.0,EXECUTE,-0.05816170093888875,-0.05816170093888875,-0.05816170093888875,0.05163179717813188,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.35,A,,ample,none,0,B,80.90759462937153,0.0,18.45443673947529,0.10018196187831932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.2620805882254,30.2,30.2,0.06208058822539897,120.93138355639189,128.93278984251873,8.001406286126837,,,,slot_midpoint,,0.0,EXECUTE,0.09594554101591915,0.09594554101591915,0.09594554101591915,-0.0847284172480034,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.4,A,,ample,none,0,M,125.0183529333041,2.16,20.21994644137688,-0.9603750962366304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.25599315476742,30.2,30.2,0.05599315476742106,121.83915070739127,129.8529449811025,8.013794273711227,125.84604784424688,18.277303833956797,0.0,slot_midpoint,,0.39999999999999997,EXECUTE,-0.9586618367163544,-0.9586618367163544,-0.9586618367163544,0.03426519040552023,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.4,A,,ample,none,0,R,108.67393308081701,0.0,18.186336075926466,-0.09536324904310604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.25599315476742,30.2,30.2,0.05599315476742106,121.83915070739127,129.8529449811025,8.013794273711227,125.84604784424688,18.277303833956797,0.0,slot_midpoint,,0.0,EXECUTE,-0.09618164235940341,-0.09618164235940341,-0.09618164235940341,-0.016367866325947278,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.4,A,,ample,none,0,F,143.72992623558443,0.0,18.065517445469396,-0.05816170093888875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.25599315476742,30.2,30.2,0.05599315476742106,121.83915070739127,129.8529449811025,8.013794273711227,,,,slot_midpoint,,0.0,EXECUTE,-0.05568982864898686,-0.05568982864898686,-0.05568982864898686,0.049437445798037744,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.4,A,,ample,none,0,B,81.83043639827156,0.0,18.459234016526086,0.09594554101591915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.25599315476742,30.2,30.2,0.05599315476742106,121.83915070739127,129.8529449811025,8.013794273711227,,,,slot_midpoint,,0.0,EXECUTE,0.09176612633504472,0.09176612633504472,0.09176612633504472,-0.08358829361748865,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.45,A,,ample,none,0,M,126.02815192807705,2.1,20.17201334954106,-0.9586618367163544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.250002838011692,30.2,30.2,0.05000283801169303,122.74666410539336,130.7729278232327,8.026263717839328,126.75979596431303,18.273064007935186,0.0,slot_midpoint,,0.41666666666666663,EXECUTE,-0.9564585959045302,-0.9564585959045302,-0.9564585959045302,0.04406481623648428,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.45,A,,ample,none,0,R,109.58312965756039,0.0,18.181526993808497,-0.09618164235940341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.250002838011692,30.2,30.2,0.05000283801169303,122.74666410539336,130.7729278232327,8.026263717839328,126.75979596431303,18.273064007935186,0.0,slot_midpoint,,0.0,EXECUTE,-0.09679279104640542,-0.09679279104640542,-0.09679279104640542,-0.012222973740040333,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.45,A,,ample,none,0,F,144.63313249557208,0.0,18.062732954036946,-0.05568982864898686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.250002838011692,30.2,30.2,0.05000283801169303,122.74666410539336,130.7729278232327,8.026263717839328,,,,slot_midpoint,,0.0,EXECUTE,-0.053323010931404013,-0.053323010931404013,-0.053323010931404013,0.04733635435165695,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.45,A,,ample,none,0,B,82.75351280675578,0.0,18.463822322842837,0.09176612633504472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.250002838011692,30.2,30.2,0.05000283801169303,122.74666410539336,130.7729278232327,8.026263717839328,,,,slot_midpoint,,0.0,EXECUTE,0.08764636103249761,0.08764636103249761,0.08764636103249761,-0.0823953060509422,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.5,A,,ample,none,0,M,127.03555702230922,2.04,20.124190419745833,-0.9564585959045302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.24411747324825,30.2,30.2,0.04411747324824944,123.65392559025167,131.6927358425992,8.038810252347531,127.67333071642544,18.26881859472345,0.0,slot_midpoint,,0.4333333333333333,EXECUTE,-0.9537796714843758,-0.9537796714843758,-0.9537796714843758,0.053578488403087654,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.5,A,,ample,none,0,R,110.49208501626201,0.0,18.176687354256178,-0.09679279104640542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.24411747324825,30.2,30.2,0.04411747324824944,123.65392559025167,131.6927358425992,8.038810252347531,127.67333071642544,18.26881859472345,0.0,slot_midpoint,,0.0,EXECUTE,-0.09720886253657313,-0.09720886253657313,-0.09720886253657313,-0.008321429803354041,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.5,A,,ample,none,0,F,145.53620248951026,0.0,18.060066803490376,-0.053323010931404013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.24411747324825,30.2,30.2,0.04411747324824944,123.65392559025167,131.6927358425992,8.038810252347531,,,,slot_midpoint,,0.0,EXECUTE,-0.05105678296681919,-0.05105678296681919,-0.05105678296681919,0.04532455929169649,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.5,A,,ample,none,0,B,83.6768134808492,0.0,18.468204640894463,0.08764636103249761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.24411747324825,30.2,30.2,0.04411747324824944,123.65392559025167,131.6927358425992,8.038810252347531,,,,slot_midpoint,,0.0,EXECUTE,0.08358870136579305,0.08358870136579305,0.08358870136579305,-0.08115319333409116,0.0,0.0,0,0,,0.0,
A_ample_none_i0,2.55,A,,ample,none,0,M,128.04057431870717,1.9800000000000002,20.076501436171615,-0.9537796714843758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.23834413580941,30.2,30.2,0.03834413580941032,124.56093729179192,132.612366506046,8.051429214254071,128.58665189891894,18.264570329301556,0.0,slot_midpoint,,0.44999999999999996,EXECUTE,-0.9506392690690924,-0.9506392690690924,-0.9506392690690924,0.06280804830566922,0.0,0.0,0,0,,0.0,
